N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
29,0.794,0.429,0.8,0.614,0.989,0.034,,,,
30,0.831,0.452,0.837,0.645,0.989,0.051,,,,
31,0.773,0.524,0.777,0.65,0.99,0.04,,,,
32,0.767,0.512,0.771,0.642,0.99,0.037,,,,
33,0.906,0.405,0.914,0.659,0.99,0.097,,,,
34,0.774,0.524,0.778,0.651,0.99,0.04,,,,
35,0.926,0.369,0.936,0.652,0.989,0.115,,,,
36,0.76,0.56,0.763,0.661,0.991,0.041,,,,
37,0.671,0.381,0.676,0.528,0.985,0.005,,,,
38,0.79,0.464,0.796,0.63,0.989,0.038,,,,
39,0.865,0.405,0.872,0.638,0.989,0.061,,,,
40,0.847,0.417,0.854,0.635,0.989,0.053,,,,
41,0.874,0.369,0.882,0.626,0.989,0.059,,,,
42,0.893,0.345,0.901,0.623,0.988,0.067,,,,
43,0.879,0.452,0.886,0.669,0.99,0.081,,,,
44,0.898,0.298,0.908,0.603,0.988,0.06,,,,
45,0.784,0.512,0.789,0.65,0.99,0.042,,,,
46,0.774,0.5,0.778,0.639,0.99,0.037,,,,
47,0.898,0.44,0.905,0.673,0.99,0.096,,,,
48,0.891,0.464,0.898,0.681,0.99,0.095,,,,
49,0.865,0.476,0.871,0.674,0.99,0.075,,,,
50,0.784,0.512,0.789,0.65,0.99,0.042,,,,
51,0.755,0.5,0.759,0.629,0.989,0.032,,,,
52,0.852,0.452,0.859,0.656,0.99,0.062,,,,
53,0.772,0.488,0.777,0.632,0.989,0.035,,,,
54,0.802,0.512,0.807,0.66,0.99,0.048,,,,
55,0.567,0.643,0.566,0.604,0.99,0.015,,,,
56,0.784,0.452,0.79,0.621,0.989,0.034,,,,
57,0.784,0.405,0.79,0.597,0.988,0.028,,,,
58,0.9,0.452,0.907,0.68,0.99,0.101,,,,
59,0.802,0.464,0.808,0.636,0.989,0.042,,,,
60,0.845,0.369,0.853,0.611,0.988,0.043,,,,
61,0.9,0.452,0.908,0.68,0.99,0.102,,,,
62,0.847,0.429,0.854,0.641,0.989,0.055,,,,
63,0.785,0.583,0.789,0.686,0.991,0.052,,,,
64,0.897,0.476,0.904,0.69,0.991,0.104,,,,
65,0.802,0.405,0.808,0.607,0.988,0.033,,,,
66,0.776,0.488,0.78,0.634,0.989,0.036,,,,
67,0.93,0.31,0.94,0.625,0.988,0.101,,,,
68,0.828,0.5,0.833,0.667,0.99,0.058,,,,
69,0.832,0.464,0.838,0.651,0.99,0.054,,,,
70,0.816,0.5,0.821,0.661,0.99,0.052,,,,
71,0.77,0.536,0.774,0.655,0.99,0.041,,,,
72,0.799,0.488,0.804,0.646,0.99,0.044,,,,
73,0.931,0.381,0.94,0.661,0.989,0.128,,,,
74,0.759,0.56,0.762,0.661,0.991,0.04,,,,
75,0.935,0.357,0.944,0.651,0.989,0.128,,,,
76,0.639,0.5,0.642,0.571,0.987,0.012,,,,
77,0.912,0.44,0.92,0.68,0.99,0.114,,,,
78,0.788,0.524,0.792,0.658,0.99,0.045,,,,
79,0.808,0.476,0.814,0.645,0.99,0.046,,,,
80,0.789,0.548,0.793,0.67,0.991,0.048,,,,
81,0.602,0.595,0.602,0.599,0.989,0.015,,,,
82,0.81,0.524,0.814,0.669,0.991,0.053,,,,
83,0.877,0.393,0.885,0.639,0.989,0.066,,,,
84,0.859,0.464,0.865,0.665,0.99,0.068,,,,
85,0.793,0.464,0.798,0.631,0.989,0.038,,,,
86,0.792,0.512,0.797,0.654,0.99,0.045,,,,
87,0.901,0.298,0.91,0.604,0.988,0.062,,,,
88,0.886,0.369,0.895,0.632,0.989,0.068,,,,
89,0.886,0.429,0.893,0.661,0.99,0.081,,,,
90,0.874,0.44,0.881,0.661,0.99,0.075,,,,
91,0.827,0.488,0.832,0.66,0.99,0.055,,,,
92,0.858,0.405,0.866,0.635,0.989,0.057,,,,
93,0.888,0.417,0.896,0.656,0.99,0.081,,,,
94,0.837,0.512,0.842,0.677,0.991,0.064,,,,
95,0.808,0.536,0.812,0.674,0.991,0.054,,,,
96,0.89,0.548,0.896,0.722,0.992,0.113,,,,
97,0.659,0.452,0.662,0.557,0.987,0.01,,,,
98,0.791,0.5,0.796,0.648,0.99,0.043,,,,
99,0.746,0.571,0.749,0.66,0.991,0.038,,,,
