N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
80,0.696,0.393,0.701,0.547,0.986,0.01,,,,
81,0.67,0.5,0.673,0.587,0.988,0.016,,,,
82,0.678,0.56,0.68,0.62,0.99,0.023,,,,
83,0.719,0.393,0.724,0.559,0.987,0.013,,,,
84,0.753,0.464,0.758,0.611,0.989,0.028,,,,
85,0.768,0.488,0.772,0.63,0.989,0.034,,,,
86,0.742,0.5,0.746,0.623,0.989,0.029,,,,
87,0.657,0.524,0.659,0.591,0.988,0.017,,,,
88,0.643,0.583,0.644,0.614,0.99,0.02,,,,
89,0.717,0.595,0.719,0.657,0.991,0.034,,,,
90,0.632,0.56,0.633,0.596,0.989,0.016,,,,
91,0.716,0.488,0.72,0.604,0.989,0.023,,,,
92,0.65,0.571,0.651,0.611,0.989,0.02,,,,
93,0.52,0.595,0.519,0.557,0.987,0.007,,,,
94,0.673,0.536,0.675,0.605,0.989,0.02,,,,
95,0.641,0.583,0.642,0.613,0.99,0.019,,,,
96,0.652,0.607,0.653,0.63,0.99,0.023,,,,
97,0.725,0.393,0.73,0.562,0.987,0.014,,,,
98,0.714,0.476,0.717,0.597,0.988,0.021,,,,
99,0.677,0.536,0.679,0.608,0.989,0.021,,,,
