N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
61,0.868,0.405,0.875,0.64,0.989,0.063,,,,
62,0.891,0.357,0.9,0.629,0.989,0.069,,,,
63,0.886,0.44,0.893,0.667,0.99,0.084,,,,
64,0.893,0.417,0.901,0.659,0.99,0.085,,,,
65,0.861,0.44,0.868,0.654,0.99,0.065,,,,
66,0.885,0.381,0.893,0.637,0.989,0.07,,,,
67,0.875,0.476,0.881,0.679,0.99,0.082,,,,
68,0.902,0.452,0.909,0.681,0.99,0.104,,,,
69,0.917,0.357,0.926,0.641,0.989,0.096,,,,
70,0.908,0.488,0.914,0.701,0.991,0.121,,,,
71,0.909,0.452,0.917,0.685,0.99,0.114,,,,
72,0.913,0.512,0.92,0.716,0.991,0.135,,,,
73,0.897,0.5,0.904,0.702,0.991,0.11,,,,
74,0.902,0.321,0.912,0.617,0.988,0.07,,,,
75,0.889,0.405,0.897,0.651,0.989,0.079,,,,
76,0.896,0.417,0.904,0.66,0.99,0.088,,,,
77,0.881,0.369,0.889,0.629,0.989,0.064,,,,
78,0.905,0.369,0.914,0.642,0.989,0.086,,,,
79,0.878,0.345,0.887,0.616,0.988,0.057,,,,
80,0.912,0.369,0.92,0.645,0.989,0.093,,,,
81,0.913,0.536,0.919,0.727,0.992,0.141,,,,
82,0.906,0.31,0.915,0.612,0.988,0.07,,,,
83,0.877,0.536,0.882,0.709,0.992,0.096,,,,
84,0.886,0.476,0.893,0.684,0.991,0.093,,,,
85,0.911,0.357,0.92,0.638,0.989,0.089,,,,
86,0.895,0.44,0.902,0.671,0.99,0.093,,,,
87,0.864,0.488,0.87,0.679,0.991,0.076,,,,
88,0.899,0.381,0.907,0.644,0.989,0.082,,,,
89,0.891,0.357,0.9,0.629,0.989,0.069,,,,
90,0.887,0.393,0.895,0.644,0.989,0.074,,,,
91,0.886,0.631,0.89,0.76,0.993,0.126,,,,
92,0.895,0.44,0.902,0.671,0.99,0.093,,,,
93,0.907,0.417,0.915,0.666,0.99,0.101,,,,
94,0.877,0.512,0.882,0.697,0.991,0.091,,,,
95,0.886,0.5,0.893,0.696,0.991,0.098,,,,
96,0.882,0.429,0.889,0.659,0.99,0.078,,,,
97,0.906,0.5,0.913,0.707,0.991,0.122,,,,
98,0.91,0.417,0.918,0.667,0.99,0.105,,,,
99,0.881,0.524,0.887,0.706,0.991,0.098,,,,
