N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
36,0.902,0.352,0.911,0.631,0.989,0.074,,,,
37,0.876,0.38,0.884,0.632,0.989,0.06,,,,
38,0.891,0.394,0.899,0.647,0.99,0.074,,,,
39,0.89,0.38,0.898,0.639,0.99,0.07,,,,
40,0.876,0.225,0.886,0.556,0.987,0.026,,,,
41,0.883,0.282,0.893,0.587,0.988,0.043,,,,
42,0.868,0.423,0.875,0.649,0.99,0.063,,,,
43,0.886,0.38,0.894,0.637,0.989,0.067,,,,
44,0.89,0.394,0.897,0.646,0.99,0.073,,,,
45,0.894,0.282,0.903,0.593,0.988,0.05,,,,
46,0.903,0.31,0.912,0.611,0.989,0.064,,,,
47,0.874,0.394,0.881,0.638,0.99,0.061,,,,
48,0.897,0.437,0.904,0.67,0.991,0.089,,,,
49,0.9,0.394,0.907,0.651,0.99,0.082,,,,
50,0.88,0.451,0.887,0.669,0.991,0.077,,,,
51,0.909,0.366,0.918,0.642,0.989,0.085,,,,
52,0.894,0.366,0.902,0.634,0.989,0.07,,,,
53,0.895,0.296,0.904,0.6,0.988,0.053,,,,
54,0.897,0.324,0.906,0.615,0.989,0.063,,,,
55,0.891,0.408,0.899,0.654,0.99,0.078,,,,
56,0.88,0.408,0.887,0.648,0.99,0.068,,,,
57,0.886,0.479,0.892,0.685,0.991,0.088,,,,
58,0.879,0.366,0.887,0.627,0.989,0.059,,,,
59,0.893,0.38,0.901,0.641,0.99,0.073,,,,
60,0.887,0.366,0.895,0.631,0.989,0.065,,,,
61,0.877,0.437,0.884,0.66,0.99,0.072,,,,
62,0.891,0.451,0.898,0.674,0.991,0.087,,,,
63,0.904,0.38,0.912,0.646,0.99,0.084,,,,
64,0.889,0.296,0.898,0.597,0.988,0.05,,,,
65,0.883,0.324,0.891,0.608,0.988,0.052,,,,
66,0.884,0.268,0.893,0.58,0.988,0.04,,,,
67,0.897,0.437,0.904,0.67,0.991,0.089,,,,
68,0.89,0.254,0.9,0.577,0.987,0.04,,,,
69,0.904,0.366,0.913,0.639,0.989,0.08,,,,
70,0.89,0.254,0.9,0.577,0.987,0.04,,,,
71,0.93,0.352,0.939,0.646,0.99,0.11,,,,
72,0.902,0.282,0.911,0.597,0.988,0.055,,,,
73,0.897,0.394,0.905,0.65,0.99,0.08,,,,
74,0.863,0.352,0.871,0.612,0.989,0.046,,,,
75,0.884,0.38,0.891,0.636,0.989,0.065,,,,
76,0.879,0.38,0.887,0.634,0.989,0.062,,,,
77,0.889,0.366,0.897,0.632,0.989,0.066,,,,
78,0.88,0.296,0.889,0.593,0.988,0.044,,,,
79,0.897,0.338,0.906,0.622,0.989,0.066,,,,
80,0.907,0.282,0.917,0.599,0.988,0.06,,,,
81,0.873,0.352,0.881,0.617,0.989,0.052,,,,
82,0.883,0.338,0.891,0.614,0.989,0.055,,,,
83,0.882,0.296,0.891,0.593,0.988,0.045,,,,
84,0.874,0.324,0.882,0.603,0.988,0.047,,,,
85,0.867,0.338,0.875,0.607,0.989,0.046,,,,
86,0.89,0.31,0.899,0.605,0.988,0.054,,,,
87,0.902,0.324,0.911,0.618,0.989,0.067,,,,
88,0.899,0.31,0.908,0.609,0.988,0.06,,,,
89,0.88,0.352,0.888,0.62,0.989,0.056,,,,
90,0.876,0.31,0.885,0.597,0.988,0.045,,,,
91,0.866,0.296,0.875,0.585,0.988,0.037,,,,
92,0.901,0.338,0.91,0.624,0.989,0.07,,,,
93,0.884,0.38,0.892,0.636,0.989,0.066,,,,
94,0.893,0.338,0.901,0.62,0.989,0.063,,,,
95,0.89,0.437,0.897,0.667,0.99,0.083,,,,
96,0.887,0.324,0.895,0.61,0.989,0.055,,,,
97,0.889,0.338,0.898,0.618,0.989,0.06,,,,
98,0.91,0.38,0.918,0.649,0.99,0.09,,,,
99,0.863,0.338,0.871,0.605,0.988,0.044,,,,
