N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
30,0.882,0.295,0.891,0.593,0.988,0.045,,,,
31,0.904,0.262,0.914,0.588,0.988,0.052,,,,
32,0.901,0.295,0.911,0.603,0.988,0.058,,,,
33,0.896,0.41,0.903,0.656,0.99,0.081,,,,
34,0.912,0.41,0.92,0.665,0.99,0.1,,,,
35,0.88,0.344,0.888,0.616,0.989,0.054,,,,
36,0.888,0.393,0.896,0.645,0.99,0.071,,,,
37,0.889,0.393,0.897,0.645,0.99,0.072,,,,
38,0.884,0.41,0.891,0.65,0.99,0.071,,,,
39,0.904,0.344,0.913,0.628,0.989,0.073,,,,
40,0.892,0.344,0.9,0.622,0.989,0.062,,,,
41,0.91,0.475,0.917,0.696,0.991,0.114,,,,
42,0.906,0.279,0.915,0.597,0.988,0.057,,,,
43,0.898,0.361,0.906,0.634,0.989,0.072,,,,
44,0.891,0.23,0.901,0.565,0.987,0.034,,,,
45,0.875,0.41,0.882,0.646,0.99,0.065,,,,
46,0.89,0.328,0.898,0.613,0.989,0.057,,,,
47,0.901,0.41,0.908,0.659,0.99,0.086,,,,
48,0.917,0.279,0.927,0.603,0.988,0.068,,,,
49,0.893,0.344,0.902,0.623,0.989,0.064,,,,
50,0.897,0.262,0.906,0.584,0.988,0.046,,,,
51,0.885,0.361,0.893,0.627,0.989,0.061,,,,
52,0.898,0.344,0.906,0.625,0.989,0.068,,,,
53,0.897,0.295,0.906,0.601,0.988,0.055,,,,
54,0.91,0.279,0.919,0.599,0.988,0.061,,,,
55,0.897,0.361,0.905,0.633,0.989,0.071,,,,
56,0.884,0.361,0.892,0.626,0.989,0.06,,,,
57,0.869,0.41,0.876,0.643,0.99,0.06,,,,
58,0.892,0.377,0.9,0.638,0.99,0.07,,,,
59,0.891,0.311,0.9,0.606,0.988,0.054,,,,
60,0.896,0.23,0.906,0.568,0.987,0.037,,,,
61,0.886,0.443,0.893,0.668,0.991,0.08,,,,
62,0.894,0.279,0.904,0.591,0.988,0.048,,,,
63,0.879,0.377,0.887,0.632,0.989,0.061,,,,
64,0.911,0.361,0.919,0.64,0.99,0.084,,,,
65,0.901,0.377,0.909,0.643,0.99,0.079,,,,
66,0.894,0.344,0.903,0.623,0.989,0.065,,,,
67,0.904,0.377,0.912,0.644,0.99,0.081,,,,
68,0.901,0.361,0.909,0.635,0.989,0.074,,,,
69,0.888,0.361,0.896,0.629,0.989,0.064,,,,
70,0.914,0.328,0.923,0.626,0.989,0.08,,,,
71,0.865,0.41,0.872,0.641,0.99,0.058,,,,
72,0.892,0.426,0.899,0.663,0.99,0.082,,,,
73,0.898,0.344,0.906,0.625,0.989,0.068,,,,
74,0.878,0.377,0.886,0.632,0.989,0.06,,,,
75,0.909,0.426,0.916,0.671,0.991,0.1,,,,
76,0.909,0.344,0.918,0.631,0.989,0.078,,,,
77,0.883,0.426,0.889,0.658,0.99,0.074,,,,
78,0.871,0.41,0.878,0.644,0.99,0.062,,,,
79,0.879,0.262,0.888,0.575,0.988,0.035,,,,
80,0.881,0.361,0.888,0.625,0.989,0.058,,,,
81,0.877,0.295,0.886,0.591,0.988,0.042,,,,
82,0.891,0.328,0.9,0.614,0.989,0.058,,,,
83,0.897,0.393,0.905,0.649,0.99,0.079,,,,
84,0.907,0.328,0.916,0.622,0.989,0.072,,,,
85,0.885,0.393,0.892,0.643,0.99,0.068,,,,
86,0.899,0.344,0.907,0.626,0.989,0.068,,,,
87,0.911,0.328,0.92,0.624,0.989,0.076,,,,
88,0.899,0.459,0.906,0.682,0.991,0.097,,,,
89,0.904,0.295,0.914,0.604,0.988,0.061,,,,
90,0.883,0.377,0.89,0.634,0.989,0.063,,,,
91,0.892,0.361,0.9,0.63,0.989,0.066,,,,
92,0.894,0.295,0.903,0.599,0.988,0.053,,,,
93,0.894,0.41,0.901,0.656,0.99,0.08,,,,
94,0.89,0.344,0.898,0.621,0.989,0.061,,,,
95,0.901,0.279,0.91,0.594,0.988,0.053,,,,
96,0.87,0.344,0.878,0.611,0.989,0.048,,,,
97,0.889,0.443,0.896,0.669,0.991,0.083,,,,
98,0.911,0.377,0.919,0.648,0.99,0.089,,,,
99,0.873,0.328,0.881,0.604,0.989,0.046,,,,
