N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
81,0.769,0.404,0.773,0.588,0.992,0.016,,,,
82,0.771,0.474,0.774,0.624,0.993,0.022,,,,
83,0.738,0.526,0.74,0.633,0.993,0.021,,,,
84,0.784,0.491,0.787,0.639,0.993,0.027,,,,
85,0.754,0.456,0.758,0.607,0.992,0.018,,,,
86,0.816,0.509,0.82,0.664,0.994,0.037,,,,
87,0.799,0.561,0.801,0.681,0.994,0.037,,,,
88,0.748,0.439,0.751,0.595,0.992,0.016,,,,
89,0.764,0.474,0.767,0.621,0.993,0.021,,,,
90,0.765,0.561,0.767,0.664,0.994,0.029,,,,
91,0.782,0.404,0.786,0.595,0.992,0.018,,,,
92,0.745,0.456,0.748,0.602,0.992,0.017,,,,
93,0.708,0.561,0.71,0.636,0.993,0.019,,,,
94,0.822,0.298,0.828,0.563,0.991,0.015,,,,
95,0.792,0.544,0.795,0.669,0.994,0.034,,,,
96,0.761,0.333,0.765,0.549,0.991,0.009,,,,
97,0.787,0.421,0.791,0.606,0.992,0.021,,,,
98,0.725,0.386,0.729,0.557,0.991,0.009,,,,
99,0.767,0.526,0.77,0.648,0.993,0.026,,,,
