N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
87,0.926,0.417,0.934,0.676,0.99,0.13,,,,
88,0.908,0.369,0.917,0.643,0.989,0.09,,,,
89,0.927,0.381,0.936,0.658,0.989,0.12,,,,
90,0.894,0.393,0.903,0.648,0.989,0.081,,,,
91,0.91,0.369,0.919,0.644,0.989,0.092,,,,
92,0.886,0.44,0.894,0.667,0.99,0.085,,,,
93,0.9,0.381,0.909,0.645,0.989,0.084,,,,
94,0.863,0.536,0.868,0.702,0.991,0.085,,,,
95,0.885,0.452,0.892,0.672,0.99,0.086,,,,
96,0.94,0.381,0.949,0.665,0.99,0.149,,,,
97,0.923,0.381,0.932,0.656,0.989,0.113,,,,
98,0.912,0.405,0.92,0.663,0.99,0.104,,,,
99,0.934,0.321,0.944,0.633,0.988,0.113,,,,
