N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
80,0.782,0.56,0.785,0.672,0.991,0.047,,,,
81,0.788,0.536,0.792,0.664,0.991,0.047,,,,
82,0.93,0.381,0.939,0.66,0.989,0.126,,,,
83,0.788,0.512,0.793,0.652,0.99,0.043,,,,
84,0.791,0.56,0.795,0.677,0.991,0.051,,,,
85,0.81,0.536,0.814,0.675,0.991,0.055,,,,
86,0.93,0.429,0.938,0.683,0.99,0.141,,,,
87,0.826,0.452,0.832,0.642,0.989,0.049,,,,
88,0.61,0.536,0.611,0.573,0.988,0.012,,,,
89,0.93,0.464,0.937,0.701,0.991,0.153,,,,
90,0.897,0.369,0.905,0.637,0.989,0.077,,,,
91,0.776,0.548,0.78,0.664,0.991,0.044,,,,
92,0.777,0.56,0.78,0.67,0.991,0.046,,,,
93,0.604,0.488,0.606,0.547,0.986,0.007,,,,
94,0.806,0.536,0.81,0.673,0.991,0.053,,,,
95,0.82,0.488,0.825,0.657,0.99,0.052,,,,
96,0.796,0.536,0.8,0.668,0.991,0.049,,,,
97,0.826,0.44,0.832,0.636,0.989,0.047,,,,
98,0.777,0.536,0.781,0.658,0.99,0.043,,,,
99,0.758,0.512,0.762,0.637,0.99,0.034,,,,
