N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
31,0.607,0.509,0.608,0.559,0.991,0.006,,,,
32,0.649,0.509,0.651,0.58,0.992,0.01,,,,
33,0.621,0.544,0.622,0.583,0.992,0.009,,,,
34,0.621,0.596,0.621,0.609,0.993,0.012,,,,
35,0.635,0.526,0.636,0.581,0.992,0.009,,,,
36,0.643,0.579,0.644,0.611,0.993,0.013,,,,
37,0.635,0.596,0.635,0.616,0.993,0.013,,,,
38,0.6,0.561,0.6,0.581,0.992,0.009,,,,
39,0.654,0.439,0.656,0.547,0.991,0.006,,,,
40,0.629,0.596,0.629,0.613,0.993,0.013,,,,
41,0.657,0.526,0.658,0.592,0.992,0.011,,,,
42,0.606,0.526,0.607,0.567,0.992,0.007,,,,
43,0.612,0.719,0.611,0.665,0.995,0.018,,,,
44,0.568,0.702,0.567,0.634,0.994,0.013,,,,
45,0.618,0.579,0.618,0.599,0.993,0.011,,,,
46,0.623,0.491,0.624,0.558,0.991,0.006,,,,
47,0.611,0.544,0.611,0.578,0.992,0.008,,,,
48,0.626,0.526,0.627,0.577,0.992,0.009,,,,
49,0.611,0.561,0.612,0.587,0.992,0.009,,,,
50,0.613,0.579,0.614,0.596,0.993,0.01,,,,
51,0.559,0.667,0.558,0.612,0.994,0.011,,,,
52,0.626,0.614,0.626,0.62,0.993,0.013,,,,
53,0.636,0.579,0.637,0.608,0.993,0.012,,,,
54,0.599,0.719,0.597,0.658,0.995,0.017,,,,
55,0.628,0.596,0.629,0.613,0.993,0.013,,,,
56,0.626,0.561,0.627,0.594,0.992,0.011,,,,
57,0.616,0.684,0.615,0.65,0.994,0.016,,,,
58,0.642,0.561,0.643,0.602,0.993,0.012,,,,
59,0.625,0.649,0.625,0.637,0.994,0.015,,,,
60,0.654,0.561,0.655,0.608,0.993,0.013,,,,
61,0.62,0.596,0.62,0.608,0.993,0.012,,,,
62,0.608,0.526,0.608,0.567,0.992,0.007,,,,
63,0.634,0.561,0.635,0.598,0.993,0.011,,,,
64,0.66,0.561,0.661,0.611,0.993,0.014,,,,
65,0.631,0.579,0.632,0.605,0.993,0.012,,,,
66,0.594,0.649,0.594,0.621,0.994,0.013,,,,
67,0.667,0.386,0.67,0.528,0.99,0.004,,,,
68,0.622,0.596,0.623,0.61,0.993,0.012,,,,
69,0.617,0.632,0.616,0.624,0.994,0.014,,,,
70,0.614,0.579,0.614,0.597,0.993,0.011,,,,
71,0.608,0.684,0.608,0.646,0.994,0.016,,,,
72,0.615,0.544,0.616,0.58,0.992,0.009,,,,
73,0.661,0.491,0.662,0.577,0.992,0.01,,,,
74,0.601,0.561,0.601,0.581,0.992,0.009,,,,
75,0.65,0.544,0.651,0.598,0.992,0.012,,,,
76,0.707,0.579,0.708,0.644,0.994,0.02,,,,
77,0.632,0.544,0.633,0.589,0.992,0.01,,,,
78,0.59,0.544,0.59,0.567,0.992,0.007,,,,
79,0.632,0.579,0.632,0.606,0.993,0.012,,,,
80,0.636,0.439,0.638,0.538,0.991,0.004,,,,
81,0.629,0.579,0.63,0.604,0.993,0.012,,,,
82,0.622,0.561,0.623,0.592,0.992,0.01,,,,
83,0.618,0.579,0.619,0.599,0.993,0.011,,,,
84,0.555,0.596,0.554,0.575,0.992,0.007,,,,
85,0.627,0.579,0.628,0.603,0.993,0.012,,,,
86,0.667,0.526,0.668,0.597,0.992,0.012,,,,
87,0.617,0.614,0.617,0.616,0.993,0.013,,,,
88,0.647,0.456,0.649,0.553,0.991,0.006,,,,
89,0.674,0.439,0.677,0.558,0.991,0.007,,,,
90,0.62,0.561,0.621,0.591,0.992,0.01,,,,
91,0.665,0.561,0.667,0.614,0.993,0.014,,,,
92,0.646,0.474,0.648,0.561,0.991,0.007,,,,
93,0.67,0.596,0.671,0.634,0.994,0.017,,,,
94,0.642,0.439,0.644,0.541,0.991,0.005,,,,
95,0.648,0.632,0.648,0.64,0.994,0.017,,,,
96,0.634,0.614,0.634,0.624,0.993,0.014,,,,
97,0.64,0.579,0.641,0.61,0.993,0.013,,,,
98,0.664,0.632,0.664,0.648,0.994,0.018,,,,
99,0.648,0.526,0.649,0.588,0.992,0.01,,,,
