Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22
0.8252,0.3333,0.83,0.5308,0.6875,0.5292,0.8734,0.7083,0.8749,4115,16,32,843,2624,33,15,2334,4338,34,14,620
0.823,0.4167,0.8269,0.5489,0.7917,0.5466,0.843,0.6875,0.8445,4100,20,28,858,2710,38,10,2248,4187,33,15,771
0.8218,0.3333,0.8265,0.5439,0.7917,0.5415,0.8328,0.6875,0.8342,4098,16,32,860,2685,38,10,2273,4136,33,15,822
0.8256,0.3333,0.8304,0.5517,0.8333,0.549,0.8196,0.7917,0.8199,4117,16,32,841,2722,40,8,2236,4065,38,10,893
0.8164,0.3958,0.8205,0.5408,0.8125,0.5381,0.8296,0.6042,0.8318,4068,19,29,890,2668,39,9,2290,4124,29,19,834
0.8208,0.4167,0.8247,0.5412,0.8333,0.5383,0.8416,0.5833,0.8441,4089,20,28,869,2669,40,8,2289,4185,28,20,773
0.8138,0.375,0.8181,0.5336,0.75,0.5315,0.8352,0.7083,0.8364,4056,18,30,902,2635,36,12,2323,4147,34,14,811
0.8234,0.375,0.8278,0.5439,0.8542,0.5409,0.827,0.625,0.829,4104,18,30,854,2682,41,7,2276,4110,30,18,848
0.8184,0.3125,0.8233,0.5262,0.7292,0.5242,0.8198,0.6458,0.8215,4082,15,33,876,2599,35,13,2359,4073,31,17,885
0.8218,0.375,0.8261,0.539,0.8125,0.5363,0.8544,0.6458,0.8564,4096,18,30,862,2659,39,9,2299,4246,31,17,712
0.8174,0.2083,0.8233,0.5412,0.7708,0.5389,0.8418,0.6875,0.8433,4082,10,38,876,2672,37,11,2286,4181,33,15,777
0.828,0.3333,0.8328,0.5384,0.75,0.5363,0.8194,0.6667,0.8209,4129,16,32,829,2659,36,12,2299,4070,32,16,888
0.8176,0.2292,0.8233,0.5447,0.75,0.5428,0.8378,0.7083,0.839,4082,11,37,876,2691,36,12,2267,4160,34,14,798
0.8214,0.3542,0.8259,0.5417,0.7708,0.5395,0.8744,0.625,0.8768,4095,17,31,863,2675,37,11,2283,4347,30,18,611
0.8264,0.375,0.8308,0.5392,0.8125,0.5365,0.8618,0.5625,0.8647,4119,18,30,839,2660,39,9,2298,4287,27,21,671
0.8228,0.125,0.8296,0.5503,0.75,0.5484,0.8456,0.5417,0.8485,4113,6,42,845,2719,36,12,2239,4207,26,22,751
0.828,0.2917,0.8332,0.5561,0.7292,0.5545,0.8456,0.6667,0.8473,4131,14,34,827,2749,35,13,2209,4201,32,16,757
0.822,0.2292,0.8278,0.5402,0.7083,0.5385,0.8342,0.5417,0.837,4104,11,37,854,2670,34,14,2288,4150,26,22,808
0.8178,0.3542,0.8223,0.5437,0.8542,0.5407,0.8284,0.5417,0.8312,4077,17,31,881,2681,41,7,2277,4121,26,22,837
0.8226,0.3125,0.8276,0.5507,0.7708,0.5486,0.839,0.6875,0.8405,4103,15,33,855,2720,37,11,2238,4167,33,15,791
0.818,0.2292,0.8237,0.5332,0.7292,0.5313,0.8424,0.5833,0.8449,4084,11,37,874,2634,35,13,2324,4189,28,20,769
0.814,0.3542,0.8185,0.54,0.7708,0.5377,0.8538,0.7917,0.8544,4058,17,31,900,2666,37,11,2292,4236,38,10,722
0.8224,0.2917,0.8276,0.539,0.6875,0.5375,0.8032,0.7083,0.8042,4103,14,34,855,2665,33,15,2293,3987,34,14,971
0.8222,0.4375,0.8259,0.5529,0.8333,0.5502,0.8268,0.625,0.8288,4095,21,27,863,2728,40,8,2230,4109,30,18,849
0.8182,0.375,0.8225,0.5332,0.7083,0.5315,0.8492,0.7708,0.8499,4078,18,30,880,2635,34,14,2323,4214,37,11,744
0.8244,0.3542,0.829,0.5431,0.7708,0.5409,0.872,0.7083,0.8735,4110,17,31,848,2682,37,11,2276,4331,34,14,627
0.8214,0.2917,0.8265,0.5394,0.6458,0.5383,0.8308,0.7292,0.8318,4098,14,34,860,2669,31,17,2289,4124,35,13,834
0.8256,0.3542,0.8302,0.5493,0.75,0.5474,0.8368,0.6667,0.8384,4116,17,31,842,2714,36,12,2244,4157,32,16,801
0.8206,0.3958,0.8247,0.5425,0.8125,0.5399,0.8196,0.75,0.8203,4089,19,29,869,2677,39,9,2281,4067,36,12,891
0.8188,0.4167,0.8227,0.5467,0.7917,0.5444,0.841,0.6667,0.8427,4079,20,28,879,2699,38,10,2259,4178,32,16,780
0.824,0.2917,0.8292,0.541,0.7708,0.5387,0.865,0.625,0.8673,4111,14,34,847,2671,37,11,2287,4300,30,18,658
0.8168,0.4167,0.8207,0.5479,0.7708,0.5458,0.8436,0.625,0.8457,4069,20,28,889,2706,37,11,2252,4193,30,18,765
0.8214,0.375,0.8257,0.5487,0.7708,0.5466,0.8811,0.7708,0.8822,4094,18,30,864,2710,37,11,2248,4374,37,11,584
0.8228,0.375,0.8271,0.5423,0.6875,0.5409,0.8634,0.5417,0.8665,4101,18,30,857,2682,33,15,2276,4296,26,22,662
0.8226,0.2917,0.8278,0.5429,0.7292,0.5411,0.851,0.6458,0.853,4104,14,34,854,2683,35,13,2275,4229,31,17,729
0.8222,0.375,0.8265,0.5497,0.6875,0.5484,0.821,0.5833,0.8233,4098,18,30,860,2719,33,15,2239,4082,28,20,876
0.8166,0.375,0.8209,0.5292,0.8333,0.5262,0.8276,0.5417,0.8304,4070,18,30,888,2609,40,8,2349,4117,26,22,841
0.83,0.3333,0.8348,0.5461,0.8125,0.5436,0.8392,0.5833,0.8417,4139,16,32,819,2695,39,9,2263,4173,28,20,785
0.8232,0.2917,0.8284,0.5529,0.7708,0.5508,0.8008,0.7083,0.8017,4107,14,34,851,2731,37,11,2227,3975,34,14,983
0.825,0.2917,0.8302,0.5386,0.6667,0.5373,0.832,0.6458,0.8338,4116,14,34,842,2664,32,16,2294,4134,31,17,824
0.8192,0.3542,0.8237,0.5368,0.8333,0.5339,0.8226,0.625,0.8245,4084,17,31,874,2647,40,8,2311,4088,30,18,870
0.8238,0.2917,0.829,0.5503,0.7083,0.5488,0.8346,0.625,0.8366,4110,14,34,848,2721,34,14,2237,4148,30,18,810
0.8248,0.2292,0.8306,0.5485,0.7083,0.547,0.8204,0.625,0.8223,4118,11,37,840,2712,34,14,2246,4077,30,18,881
0.8218,0.3542,0.8263,0.5455,0.8333,0.5428,0.8574,0.6667,0.8592,4097,17,31,861,2691,40,8,2267,4260,32,16,698
0.8308,0.375,0.8352,0.5525,0.8125,0.55,0.8282,0.6667,0.8298,4141,18,30,817,2727,39,9,2231,4114,32,16,844
0.8278,0.3542,0.8324,0.5467,0.7708,0.5446,0.8018,0.6458,0.8033,4127,17,31,831,2700,37,11,2258,3983,31,17,975
0.8106,0.375,0.8148,0.537,0.8125,0.5343,0.8554,0.6042,0.8578,4040,18,30,918,2649,39,9,2309,4253,29,19,705
0.8204,0.3125,0.8253,0.5493,0.8333,0.5466,0.8672,0.7083,0.8687,4092,15,33,866,2710,40,8,2248,4307,34,14,651
0.8186,0.2708,0.8239,0.5495,0.7917,0.5472,0.8024,0.625,0.8042,4085,13,35,873,2713,38,10,2245,3987,30,18,971
0.8294,0.3958,0.8336,0.5535,0.8542,0.5506,0.8264,0.6875,0.8278,4133,19,29,825,2730,41,7,2228,4104,33,15,854
0.8194,0.2917,0.8245,0.5384,0.7292,0.5365,0.8374,0.6458,0.8392,4088,14,34,870,2660,35,13,2298,4161,31,17,797
0.8228,0.3333,0.8276,0.5453,0.8125,0.5428,0.815,0.7917,0.8152,4103,16,32,855,2691,39,9,2267,4042,38,10,916
0.8258,0.4375,0.8296,0.5421,0.7708,0.5399,0.831,0.5625,0.8336,4113,21,27,845,2677,37,11,2281,4133,27,21,825
0.8208,0.3958,0.8249,0.5481,0.7083,0.5466,0.8692,0.5833,0.8719,4090,19,29,868,2710,34,14,2248,4323,28,20,635
0.8286,0.3958,0.8328,0.5463,0.8542,0.5434,0.8462,0.75,0.8471,4129,19,29,829,2694,41,7,2264,4200,36,12,758
0.8308,0.3958,0.835,0.5437,0.7917,0.5413,0.863,0.5833,0.8657,4140,19,29,818,2684,38,10,2274,4292,28,20,666
0.8234,0.2917,0.8286,0.5501,0.75,0.5482,0.8404,0.625,0.8425,4108,14,34,850,2718,36,12,2240,4177,30,18,781
0.8232,0.3333,0.828,0.5394,0.75,0.5373,0.8406,0.6458,0.8425,4105,16,32,853,2664,36,12,2294,4177,31,17,781
0.8208,0.3125,0.8257,0.5463,0.6875,0.545,0.86,0.8125,0.8604,4094,15,33,864,2702,33,15,2256,4266,39,9,692
0.8234,0.4167,0.8273,0.5481,0.7708,0.546,0.8446,0.5417,0.8475,4102,20,28,856,2707,37,11,2251,4202,26,22,756
0.8206,0.3333,0.8253,0.5421,0.6875,0.5407,0.836,0.7708,0.8366,4092,16,32,866,2681,33,15,2277,4148,37,11,810
0.8178,0.3958,0.8219,0.5433,0.7917,0.5409,0.8332,0.5833,0.8356,4075,19,29,883,2682,38,10,2276,4143,28,20,815
0.823,0.3958,0.8271,0.5469,0.7292,0.5452,0.8384,0.6875,0.8399,4101,19,29,857,2703,35,13,2255,4164,33,15,794
0.826,0.4792,0.8294,0.54,0.7917,0.5375,0.8406,0.5625,0.8433,4112,23,25,846,2665,38,10,2293,4181,27,21,777
0.823,0.3125,0.828,0.5487,0.8542,0.5458,0.8638,0.5833,0.8665,4105,15,33,853,2706,41,7,2252,4296,28,20,662
0.83,0.4583,0.8336,0.5511,0.8542,0.5482,0.8314,0.6458,0.8332,4133,22,26,825,2718,41,7,2240,4131,31,17,827
0.8182,0.3333,0.8229,0.5451,0.8333,0.5424,0.8402,0.5417,0.8431,4080,16,32,878,2689,40,8,2269,4180,26,22,778
0.8184,0.2708,0.8237,0.5414,0.75,0.5393,0.8508,0.6667,0.8526,4084,13,35,874,2674,36,12,2284,4227,32,16,731
0.823,0.3125,0.828,0.5525,0.7292,0.5508,0.8566,0.6042,0.859,4105,15,33,853,2731,35,13,2227,4259,29,19,699
0.8208,0.2708,0.8261,0.5404,0.8333,0.5375,0.8196,0.5625,0.8221,4096,13,35,862,2665,40,8,2293,4076,27,21,882
0.8166,0.5208,0.8195,0.5364,0.8125,0.5337,0.8584,0.625,0.8606,4063,25,23,895,2646,39,9,2312,4267,30,18,691
0.8288,0.3958,0.833,0.5493,0.7292,0.5476,0.85,0.7083,0.8514,4130,19,29,828,2715,35,13,2243,4221,34,14,737
0.819,0.25,0.8245,0.5503,0.6875,0.549,0.8076,0.7708,0.808,4088,12,36,870,2722,33,15,2236,4006,37,11,952
0.8286,0.3125,0.8336,0.5443,0.75,0.5424,0.8692,0.625,0.8715,4133,15,33,825,2689,36,12,2269,4321,30,18,637
0.8254,0.2917,0.8306,0.5463,0.7917,0.544,0.8348,0.6458,0.8366,4118,14,34,840,2697,38,10,2261,4148,31,17,810
0.816,0.375,0.8203,0.5439,0.6458,0.543,0.8142,0.6875,0.8154,4067,18,30,891,2692,31,17,2266,4043,33,15,915
0.8186,0.3958,0.8227,0.5372,0.7708,0.5349,0.846,0.5833,0.8485,4079,19,29,879,2652,37,11,2306,4207,28,20,751
0.823,0.4375,0.8267,0.5443,0.7708,0.5422,0.8386,0.5833,0.8411,4099,21,27,859,2688,37,11,2270,4170,28,20,788
0.8238,0.25,0.8294,0.5489,0.6667,0.5478,0.8823,0.6875,0.8842,4112,12,36,846,2716,32,16,2242,4384,33,15,574
0.821,0.3333,0.8257,0.5465,0.7917,0.5442,0.8452,0.6458,0.8471,4094,16,32,864,2698,38,10,2260,4200,31,17,758
0.8284,0.3125,0.8334,0.5507,0.7708,0.5486,0.8606,0.6042,0.863,4132,15,33,826,2720,37,11,2238,4279,29,19,679
0.8296,0.4167,0.8336,0.5406,0.7292,0.5387,0.8372,0.6875,0.8386,4133,20,28,825,2671,35,13,2287,4158,33,15,800
0.8184,0.4167,0.8223,0.5352,0.7292,0.5333,0.8086,0.7292,0.8094,4077,20,28,881,2644,35,13,2314,4013,35,13,945
0.813,0.375,0.8173,0.5483,0.8125,0.5458,0.8294,0.5833,0.8318,4052,18,30,906,2706,39,9,2252,4124,28,20,834
0.818,0.3542,0.8225,0.5346,0.7083,0.5329,0.8372,0.7708,0.8378,4078,17,31,880,2642,34,14,2316,4154,37,11,804
0.8224,0.3958,0.8265,0.5402,0.7292,0.5383,0.8372,0.6458,0.839,4098,19,29,860,2669,35,13,2289,4160,31,17,798
0.8232,0.3125,0.8282,0.5463,0.7917,0.544,0.8358,0.625,0.8378,4106,15,33,852,2697,38,10,2261,4154,30,18,804
0.8264,0.3542,0.831,0.538,0.6875,0.5365,0.847,0.6667,0.8487,4120,17,31,838,2660,33,15,2298,4208,32,16,750
0.823,0.25,0.8286,0.5479,0.7292,0.5462,0.842,0.6875,0.8435,4108,12,36,850,2708,35,13,2250,4182,33,15,776
0.8256,0.4375,0.8294,0.5527,0.7917,0.5504,0.806,0.6458,0.8076,4112,21,27,846,2729,38,10,2229,4004,31,17,954
0.8184,0.3333,0.8231,0.5408,0.7083,0.5391,0.824,0.6458,0.8257,4081,16,32,877,2673,34,14,2285,4094,31,17,864
0.8164,0.2708,0.8217,0.5443,0.7708,0.5422,0.8272,0.6875,0.8286,4074,13,35,884,2688,37,11,2270,4108,33,15,850
0.8224,0.2917,0.8276,0.5364,0.7083,0.5347,0.805,0.6875,0.8062,4103,14,34,855,2651,34,14,2307,3997,33,15,961
0.8226,0.3542,0.8271,0.541,0.8333,0.5381,0.827,0.7083,0.8282,4101,17,31,857,2668,40,8,2290,4106,34,14,852
0.821,0.3542,0.8255,0.5553,0.6875,0.5541,0.8722,0.6042,0.8747,4093,17,31,865,2747,33,15,2211,4337,29,19,621
0.8212,0.3958,0.8253,0.5423,0.7708,0.5401,0.8436,0.5625,0.8463,4092,19,29,866,2678,37,11,2280,4196,27,21,762
0.8254,0.3125,0.8304,0.537,0.7292,0.5351,0.8398,0.625,0.8419,4117,15,33,841,2653,35,13,2305,4174,30,18,784
0.8164,0.3542,0.8209,0.539,0.6875,0.5375,0.839,0.6875,0.8405,4070,17,31,888,2665,33,15,2293,4167,33,15,791
0.835,0.4375,0.8388,0.5553,0.7292,0.5537,0.8636,0.5625,0.8665,4159,21,27,799,2745,35,13,2213,4296,27,21,662
0.8216,0.3542,0.8261,0.539,0.75,0.5369,0.826,0.6875,0.8273,4096,17,31,862,2662,36,12,2296,4102,33,15,856
0.8248,0.3542,0.8294,0.5358,0.75,0.5337,0.7998,0.7708,0.8001,4112,17,31,846,2646,36,12,2312,3967,37,11,991
0.8274,0.3542,0.832,0.5465,0.7708,0.5444,0.8328,0.75,0.8336,4125,17,31,833,2699,37,11,2259,4133,36,12,825
0.8256,0.2292,0.8314,0.5408,0.7708,0.5385,0.8406,0.6458,0.8425,4122,11,37,836,2670,37,11,2288,4177,31,17,781
0.8114,0.3333,0.8161,0.5346,0.75,0.5325,0.8386,0.625,0.8407,4046,16,32,912,2640,36,12,2318,4168,30,18,790
0.8174,0.2917,0.8225,0.5414,0.75,0.5393,0.853,0.5,0.8564,4078,14,34,880,2674,36,12,2284,4246,24,24,712
0.8212,0.4375,0.8249,0.5417,0.7708,0.5395,0.7905,0.6875,0.7914,4090,21,27,868,2675,37,11,2283,3924,33,15,1034
0.8314,0.3333,0.8362,0.5467,0.7292,0.545,0.8356,0.7917,0.836,4146,16,32,812,2702,35,13,2256,4145,38,10,813
0.8292,0.375,0.8336,0.5489,0.7917,0.5466,0.8254,0.6875,0.8267,4133,18,30,825,2710,38,10,2248,4099,33,15,859
0.819,0.4583,0.8225,0.5473,0.875,0.5442,0.827,0.5417,0.8298,4078,22,26,880,2698,42,6,2260,4114,26,22,844
0.818,0.375,0.8223,0.5348,0.7917,0.5323,0.8388,0.5208,0.8419,4077,18,30,881,2639,38,10,2319,4174,25,23,784
0.8196,0.3125,0.8245,0.5421,0.7708,0.5399,0.7978,0.7292,0.7985,4088,15,33,870,2677,37,11,2281,3959,35,13,999
0.822,0.2917,0.8271,0.5441,0.7292,0.5424,0.849,0.5417,0.852,4101,14,34,857,2689,35,13,2269,4224,26,22,734
0.8186,0.4167,0.8225,0.5416,0.7292,0.5397,0.818,0.625,0.8199,4078,20,28,880,2676,35,13,2282,4065,30,18,893
0.8172,0.2708,0.8225,0.5352,0.7708,0.5329,0.8422,0.625,0.8443,4078,13,35,880,2642,37,11,2316,4186,30,18,772
0.8222,0.3958,0.8263,0.5453,0.7708,0.5432,0.8666,0.4792,0.8703,4097,19,29,861,2693,37,11,2265,4315,23,25,643
0.8224,0.3125,0.8273,0.5421,0.75,0.5401,0.8512,0.75,0.8522,4102,15,33,856,2678,36,12,2280,4225,36,12,733
0.819,0.3542,0.8235,0.5501,0.7708,0.548,0.8444,0.5625,0.8471,4083,17,31,875,2717,37,11,2241,4200,27,21,758
0.8238,0.4583,0.8273,0.5416,0.8333,0.5387,0.8294,0.6875,0.8308,4102,22,26,856,2671,40,8,2287,4119,33,15,839
0.8164,0.3125,0.8213,0.5394,0.7083,0.5377,0.8346,0.6875,0.836,4072,15,33,886,2666,34,14,2292,4145,33,15,813
0.8222,0.4167,0.8261,0.5427,0.75,0.5407,0.839,0.5625,0.8417,4096,20,28,862,2681,36,12,2277,4173,27,21,785
0.8208,0.3125,0.8257,0.5262,0.7708,0.5238,0.8708,0.6042,0.8733,4094,15,33,864,2597,37,11,2361,4330,29,19,628
0.8234,0.3125,0.8284,0.5503,0.7292,0.5486,0.8376,0.7083,0.8388,4107,15,33,851,2720,35,13,2238,4159,34,14,799
0.8304,0.4375,0.8342,0.5561,0.7917,0.5539,0.8296,0.625,0.8316,4136,21,27,822,2746,38,10,2212,4123,30,18,835
0.815,0.3333,0.8197,0.5559,0.75,0.5541,0.8202,0.75,0.8209,4064,16,32,894,2747,36,12,2211,4070,36,12,888
0.8224,0.3542,0.8269,0.5495,0.8125,0.547,0.8186,0.7083,0.8197,4100,17,31,858,2712,39,9,2246,4064,34,14,894
0.8252,0.2917,0.8304,0.5427,0.7708,0.5405,0.8218,0.8333,0.8217,4117,14,34,841,2680,37,11,2278,4074,40,8,884
0.8222,0.3333,0.8269,0.5423,0.7292,0.5405,0.8412,0.6042,0.8435,4100,16,32,858,2680,35,13,2278,4182,29,19,776
0.8156,0.3333,0.8203,0.5423,0.8542,0.5393,0.8556,0.6458,0.8576,4067,16,32,891,2674,41,7,2284,4252,31,17,706
0.8236,0.2292,0.8294,0.5455,0.75,0.5436,0.8472,0.7292,0.8483,4112,11,37,846,2695,36,12,2263,4206,35,13,752
0.8238,0.4167,0.8278,0.5531,0.8125,0.5506,0.8468,0.5625,0.8495,4104,20,28,854,2730,39,9,2228,4212,27,21,746
0.8164,0.3542,0.8209,0.5396,0.7083,0.5379,0.7841,0.5417,0.7864,4070,17,31,888,2667,34,14,2291,3899,26,22,1059
0.8126,0.3333,0.8173,0.5455,0.7292,0.5438,0.8476,0.6458,0.8495,4052,16,32,906,2696,35,13,2262,4212,31,17,746
0.824,0.3125,0.829,0.5565,0.7917,0.5543,0.8302,0.5625,0.8328,4110,15,33,848,2748,38,10,2210,4129,27,21,829
0.8228,0.3542,0.8273,0.5372,0.8125,0.5345,0.8498,0.6667,0.8516,4102,17,31,856,2650,39,9,2308,4222,32,16,736
0.8228,0.25,0.8284,0.5441,0.6875,0.5428,0.828,0.6667,0.8296,4107,12,36,851,2691,33,15,2267,4113,32,16,845
0.825,0.3125,0.83,0.5469,0.8542,0.544,0.85,0.75,0.8509,4115,15,33,843,2697,41,7,2261,4219,36,12,739
0.8196,0.3958,0.8237,0.5378,0.7708,0.5355,0.828,0.5208,0.831,4084,19,29,874,2655,37,11,2303,4120,25,23,838
0.8232,0.375,0.8276,0.5449,0.8333,0.5422,0.8256,0.6667,0.8271,4103,18,30,855,2688,40,8,2270,4101,32,16,857
0.8258,0.3542,0.8304,0.5503,0.7708,0.5482,0.8386,0.75,0.8395,4117,17,31,841,2718,37,11,2240,4162,36,12,796
0.8226,0.3333,0.8273,0.5362,0.7917,0.5337,0.848,0.6667,0.8497,4102,16,32,856,2646,38,10,2312,4213,32,16,745
0.8256,0.3333,0.8304,0.5451,0.7917,0.5428,0.8184,0.7292,0.8193,4117,16,32,841,2691,38,10,2267,4062,35,13,896
0.819,0.4167,0.8229,0.5402,0.7292,0.5383,0.8382,0.5,0.8415,4080,20,28,878,2669,35,13,2289,4172,24,24,786
0.8244,0.3125,0.8294,0.5314,0.7917,0.5288,0.838,0.7083,0.8392,4112,15,33,846,2622,38,10,2336,4161,34,14,797
0.8268,0.3333,0.8316,0.5491,0.75,0.5472,0.811,0.7292,0.8118,4123,16,32,835,2713,36,12,2245,4025,35,13,933
0.825,0.4375,0.8288,0.5402,0.8542,0.5371,0.8092,0.6458,0.8108,4109,21,27,849,2663,41,7,2295,4020,31,17,938
0.8278,0.3333,0.8326,0.5491,0.7292,0.5474,0.8312,0.6458,0.833,4128,16,32,830,2714,35,13,2244,4130,31,17,828
0.8216,0.3958,0.8257,0.5471,0.8125,0.5446,0.8538,0.7292,0.855,4094,19,29,864,2700,39,9,2258,4239,35,13,719
0.8146,0.3542,0.8191,0.5431,0.7708,0.5409,0.8408,0.6875,0.8423,4061,17,31,897,2682,37,11,2276,4176,33,15,782
0.825,0.3958,0.8292,0.5471,0.7917,0.5448,0.8438,0.5417,0.8467,4111,19,29,847,2701,38,10,2257,4198,26,22,760
0.8208,0.3333,0.8255,0.5473,0.8125,0.5448,0.8376,0.625,0.8397,4093,16,32,865,2701,39,9,2257,4163,30,18,795
0.826,0.375,0.8304,0.5342,0.7083,0.5325,0.8184,0.6875,0.8197,4117,18,30,841,2640,34,14,2318,4064,33,15,894
0.8192,0.375,0.8235,0.5306,0.7708,0.5282,0.8182,0.8542,0.8179,4083,18,30,875,2619,37,11,2339,4055,41,7,903
0.8172,0.4167,0.8211,0.5417,0.7917,0.5393,0.855,0.5417,0.858,4071,20,28,887,2674,38,10,2284,4254,26,22,704
0.8214,0.3333,0.8261,0.5404,0.75,0.5383,0.8316,0.7083,0.8328,4096,16,32,862,2669,36,12,2289,4129,34,14,829
0.8266,0.4375,0.8304,0.5463,0.7917,0.544,0.811,0.6875,0.8122,4117,21,27,841,2697,38,10,2261,4027,33,15,931
0.8334,0.4583,0.837,0.5455,0.7708,0.5434,0.8602,0.625,0.8624,4150,22,26,808,2694,37,11,2264,4276,30,18,682
0.8168,0.2708,0.8221,0.5378,0.7917,0.5353,0.841,0.7292,0.8421,4076,13,35,882,2654,38,10,2304,4175,35,13,783
0.8282,0.4792,0.8316,0.5487,0.7917,0.5464,0.8138,0.5833,0.8161,4123,23,25,835,2709,38,10,2249,4046,28,20,912
0.823,0.3333,0.8278,0.5461,0.7708,0.544,0.8152,0.6667,0.8167,4104,16,32,854,2697,37,11,2261,4049,32,16,909
0.8306,0.3958,0.8348,0.5449,0.7708,0.5428,0.816,0.6458,0.8177,4139,19,29,819,2691,37,11,2267,4054,31,17,904
0.8118,0.3542,0.8163,0.541,0.7292,0.5391,0.8542,0.5417,0.8572,4047,17,31,911,2673,35,13,2285,4250,26,22,708
0.8238,0.3333,0.8286,0.5467,0.7917,0.5444,0.8302,0.7083,0.8314,4108,16,32,850,2699,38,10,2259,4122,34,14,836
0.828,0.3958,0.8322,0.5459,0.7917,0.5436,0.8128,0.75,0.8134,4126,19,29,832,2695,38,10,2263,4033,36,12,925
0.8212,0.375,0.8255,0.5392,0.7708,0.5369,0.869,0.6458,0.8711,4093,18,30,865,2662,37,11,2296,4319,31,17,639
0.8274,0.375,0.8318,0.5519,0.7292,0.5502,0.85,0.625,0.8522,4124,18,30,834,2728,35,13,2230,4225,30,18,733
0.8316,0.3542,0.8362,0.5429,0.7917,0.5405,0.8324,0.5625,0.835,4146,17,31,812,2680,38,10,2278,4140,27,21,818
0.8328,0.2917,0.838,0.5348,0.6875,0.5333,0.8526,0.5417,0.8556,4155,14,34,803,2644,33,15,2314,4242,26,22,716
0.8238,0.3125,0.8288,0.5497,0.7292,0.548,0.8196,0.6875,0.8209,4109,15,33,849,2717,35,13,2241,4070,33,15,888
0.8244,0.375,0.8288,0.5487,0.8333,0.546,0.8284,0.6042,0.8306,4109,18,30,849,2707,40,8,2251,4118,29,19,840
0.8266,0.3958,0.8308,0.5342,0.7292,0.5323,0.8544,0.5,0.8578,4119,19,29,839,2639,35,13,2319,4253,24,24,705
0.8212,0.4583,0.8247,0.5362,0.7917,0.5337,0.8352,0.6458,0.837,4089,22,26,869,2646,38,10,2312,4150,31,17,808
0.8288,0.3125,0.8338,0.5499,0.7917,0.5476,0.8228,0.6458,0.8245,4134,15,33,824,2715,38,10,2243,4088,31,17,870
0.8254,0.4792,0.8288,0.5368,0.7708,0.5345,0.8148,0.4792,0.8181,4109,23,25,849,2650,37,11,2308,4056,23,25,902
0.823,0.2708,0.8284,0.5519,0.7292,0.5502,0.8392,0.6458,0.8411,4107,13,35,851,2728,35,13,2230,4170,31,17,788
0.8204,0.2292,0.8261,0.5511,0.7083,0.5496,0.8276,0.6042,0.8298,4096,11,37,862,2725,34,14,2233,4114,29,19,844
0.8264,0.2917,0.8316,0.5523,0.7083,0.5508,0.8584,0.6042,0.8608,4123,14,34,835,2731,34,14,2227,4268,29,19,690
0.8334,0.3958,0.8376,0.5408,0.7292,0.5389,0.8837,0.6667,0.8858,4153,19,29,805,2672,35,13,2286,4392,32,16,566
0.8188,0.3333,0.8235,0.5495,0.7083,0.548,0.8028,0.7083,0.8038,4083,16,32,875,2717,34,14,2241,3985,34,14,973
0.8216,0.3958,0.8257,0.5382,0.75,0.5361,0.8296,0.625,0.8316,4094,19,29,864,2658,36,12,2300,4123,30,18,835
0.8276,0.4583,0.8312,0.5427,0.875,0.5395,0.8438,0.5625,0.8465,4121,22,26,837,2675,42,6,2283,4197,27,21,761
0.8156,0.4167,0.8195,0.5453,0.75,0.5434,0.846,0.7917,0.8465,4063,20,28,895,2694,36,12,2264,4197,38,10,761
0.8186,0.375,0.8229,0.5451,0.8333,0.5424,0.8256,0.6458,0.8273,4080,18,30,878,2689,40,8,2269,4102,31,17,856
0.8202,0.2708,0.8255,0.5352,0.6667,0.5339,0.8448,0.625,0.8469,4093,13,35,865,2647,32,16,2311,4199,30,18,759
0.8156,0.3333,0.8203,0.5425,0.7708,0.5403,0.8462,0.7708,0.8469,4067,16,32,891,2679,37,11,2279,4199,37,11,759
0.8298,0.375,0.8342,0.5376,0.7083,0.5359,0.8394,0.7083,0.8407,4136,18,30,822,2657,34,14,2301,4168,34,14,790
0.818,0.1875,0.8241,0.539,0.7292,0.5371,0.8638,0.6667,0.8657,4086,9,39,872,2663,35,13,2295,4292,32,16,666
0.8238,0.25,0.8294,0.5425,0.75,0.5405,0.8314,0.625,0.8334,4112,12,36,846,2680,36,12,2278,4132,30,18,826
0.8258,0.3125,0.8308,0.5378,0.75,0.5357,0.8624,0.6458,0.8645,4119,15,33,839,2656,36,12,2302,4286,31,17,672
0.8228,0.4167,0.8267,0.5433,0.8333,0.5405,0.8598,0.7708,0.8606,4099,20,28,859,2680,40,8,2278,4267,37,11,691
0.8168,0.3542,0.8213,0.5412,0.75,0.5391,0.8564,0.6458,0.8584,4072,17,31,886,2673,36,12,2285,4256,31,17,702
0.8292,0.5,0.8324,0.5481,0.8333,0.5454,0.8254,0.6667,0.8269,4127,24,24,831,2704,40,8,2254,4100,32,16,858
0.8232,0.2292,0.829,0.54,0.6875,0.5385,0.8432,0.7083,0.8445,4110,11,37,848,2670,33,15,2288,4187,34,14,771
