learning_rate,max_depth,n_estimators,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.2,1,100,0.9274573077604817,0.9087806559637548,0.8784095834828041,0.8091067723071118,0.9983870967741936,0.9903225806451614,0.9599004948276978,0.9497483532703853,0.4545444824636441,0.36374269005847953
0.2,1,128,0.9297172709017758,0.910184182015168,0.8807874682023561,0.8096326164874552,0.9983870967741936,0.9895161290322582,0.9610986964068349,0.9504357309342307,0.47189193042486455,0.3798245614035088
0.2,2,1,0.8695653440752908,0.8695754949276076,0.7460824526701845,0.699989388794567,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.2,2,2,0.8951996877450874,0.8940904166256279,0.8016503539260444,0.7638169684965102,1.0,1.0,0.9431687519293606,0.9426947862440407,0.19649629312802966,0.1865497076023392
0.2,2,4,0.9047831940812397,0.9010784989658228,0.8182153134846539,0.7882663648368233,0.9998207885304659,0.9967741935483871,0.9480880193195205,0.9461572165819888,0.271146991730824,0.26111111111111107
0.2,2,8,0.9162373161617412,0.9094898059686793,0.8555551866696713,0.804681899641577,0.9988351254480285,0.9943548387096776,0.9540029013564496,0.950379119801933,0.36554034787567724,0.34210526315789475
0.2,2,16,0.9271460847944486,0.9129863094651827,0.8753520592583394,0.8159734012450481,0.9978494623655914,0.9903225806451614,0.9597123765943015,0.9519828122679723,0.45576703735386365,0.395906432748538
0.2,2,32,0.9373534332257683,0.91228208411307,0.9010780059185264,0.8016518109790607,0.9982078853046594,0.9879032258064516,0.9651729904780618,0.9514986289354563,0.5316260336469918,0.40672514619883043
0.2,2,64,0.9513010419018897,0.9052644538560033,0.9365393972040558,0.7899134597245803,0.9989247311827956,0.975,0.9727336496057584,0.9470849700960432,0.6338073852295409,0.4394736842105263
0.2,2,100,0.9620538044837474,0.9101792573623559,0.9613329696214331,0.7892591020562157,0.9990143369175627,0.9766129032258066,0.9786264509910223,0.9497906586142731,0.7156508411747933,0.4654970760233918
0.2,2,128,0.9685209533730086,0.9052398305919432,0.9740313455909482,0.7795015091492171,0.9989247311827956,0.9701612903225806,0.9822033242366496,0.9467707188462642,0.7658183632734532,0.4707602339181287
0.2,3,1,0.8695653440752908,0.8695754949276076,0.779349244419507,0.7086363421995849,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.2,3,2,0.9004983695243091,0.8968826947700188,0.8088186993268967,0.7760917751367666,1.0,1.0,0.9458858010455575,0.9441598736773875,0.23713287710293698,0.20730994152046783
0.2,3,4,0.9145217959270886,0.9024918743228602,0.8356347660541692,0.7950374929258631,0.9994623655913978,0.9935483870967744,0.9531409912498242,0.9466806125609487,0.34813943541488446,0.29473684210526313
0.2,3,8,0.9346256340401562,0.9129764601595587,0.8737370049966632,0.8121238917185437,0.9990143369175627,0.9870967741935484,0.9637419899306178,0.9517762717663054,0.5053108069575136,0.4178362573099415
0.2,3,16,0.946703476810338,0.9108736334088448,0.9052732428767655,0.8084052537257123,0.9991935483870968,0.9814516129032258,0.9702473711448611,0.9503965309831433,0.5967351012261192,0.43918128654970756
0.2,3,32,0.960494836624636,0.9080715059588298,0.9465120849570698,0.79033437087342,0.9996415770609319,0.9758064516129034,0.9777839584216842,0.9486129444808913,0.6994796122041631,0.45555555555555555
0.2,3,64,0.9766241019029097,0.8954348468432975,0.9813924474399895,0.7835420203735144,0.9990143369175627,0.9604838709677418,0.986727428646075,0.9410317905192154,0.8273310521813515,0.4605263157894736
0.2,3,100,0.9872994684867779,0.8849059391312911,0.995034695394158,0.7736641671382758,0.9986559139784946,0.9516129032258064,0.9927415952348353,0.9348871040828349,0.9115946678072426,0.43888888888888883
0.2,3,128,0.9915069577484624,0.8870333891460651,0.9983347117848276,0.7739612808903981,0.9987455197132616,0.9516129032258064,0.9951346242744297,0.9361175302097049,0.9432492158540062,0.45555555555555555
0.2,4,1,0.8695653440752908,0.8695754949276076,0.8165887934193059,0.7857267496698737,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.2,4,2,0.9210690724377979,0.9031517777996652,0.8352829575104783,0.7946649217128844,0.999910394265233,0.985483870967742,0.9565910178173613,0.9464180329377516,0.3954590818363274,0.3532163742690059
0.2,4,4,0.9291709462100849,0.908056732000394,0.8503093866670142,0.7986016789285041,0.9998207885304659,0.985483870967742,0.9608694330585557,0.9489904493155146,0.4580909609352723,0.3906432748538012
0.2,4,8,0.9427296324084663,0.9038313798877178,0.884287556479463,0.8089098754951897,0.999731182795699,0.9741935483870968,0.9681140690276354,0.94619477154645,0.5626889078984887,0.433625730994152
0.2,4,16,0.9576123668485319,0.8975179749827638,0.9340863076713957,0.8160299943406905,0.999910394265233,0.9653225806451612,0.9762091485395417,0.9423108122348516,0.6756094952951239,0.44415204678362574
0.2,4,32,0.973974730661927,0.8926080961292229,0.977291581391748,0.795565695151858,0.9995519713261649,0.9580645161290324,0.9852547232552793,0.9391553430623343,0.8034252922725976,0.4552631578947368
0.2,4,64,0.9905718319845185,0.8940263961390723,0.9985703340502813,0.7712106206376155,0.9989247311827956,0.9564516129032258,0.9946034036774961,0.939997426417748,0.9348766752209867,0.47660818713450287
0.2,4,100,0.9953247960994845,0.8884270658918547,0.9998999089634351,0.7639030371627994,0.9990143369175627,0.9508064516129032,0.997316715694258,0.9367085065340455,0.9707192757342458,0.47105263157894733
0.2,4,128,0.9960262770036155,0.8828277356446371,0.9999250922118895,0.7510163176759101,0.9989247311827956,0.9443548387096776,0.9977179201485452,0.933140117829554,0.9767037353863701,0.47134502923976607
0.2,5,1,0.8695653440752908,0.8695754949276076,0.8386037784262503,0.7913330032069421,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.2,5,2,0.9251203735404026,0.9038412291933419,0.8479748292713088,0.8032116581777023,1.0,0.9838709677419354,0.958726461919774,0.9467222506908681,0.4258982035928144,0.36900584795321634
0.2,5,4,0.93524941543258,0.9052447552447553,0.8724252931029902,0.8011118185248065,0.9996415770609319,0.979032258064516,0.9640954078712862,0.947169545179485,0.5059274308525806,0.41198830409356724
0.2,5,8,0.9482620804529882,0.9038412291933419,0.900206395644451,0.7984543010752688,0.999462365591398,0.9717741935483872,0.9711013568987689,0.9458848729779799,0.6069040490447677,0.45029239766081874
0.2,5,16,0.9640012091986507,0.8982172756820643,0.9573735737051242,0.7904699584983966,1.0,0.9588709677419356,0.9797249065006985,0.9421629271796048,0.7239734816082122,0.4923976608187135
0.2,5,32,0.9843380851440962,0.8919087954299222,0.9926965705046641,0.7798811544991512,0.999731182795699,0.9524193548387097,0.9910765542617488,0.9384229882519838,0.88169375534645,0.4871345029239766
0.2,5,64,0.9957147505238646,0.8849157884369152,0.9999058718201079,0.7592883418222977,0.9989247311827956,0.9435483870967742,0.9975393894369183,0.934261775163413,0.9743227830054177,0.49210526315789477
0.2,5,100,0.996260103971659,0.8821333595981482,0.9999320611209737,0.7542067534427466,0.9991039426523297,0.9419354838709678,0.9978523484554774,0.9325957896110983,0.9773096663815227,0.48157894736842105
0.2,5,128,0.996260103971659,0.8779129321382844,0.9999325944884424,0.755890398038106,0.9990143369175627,0.9395161290322582,0.9978521082260101,0.9300582414858368,0.9779084687767323,0.4654970760233918
