max_depth,n_estimators,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
64,16,0.9999517500863256,0.7818960511033684,0.9997775228197493,0.9717189314750293,0.9975866483349675,0.9439894254192116,0.9692106352162215,0.4126984126984127
64,32,0.9999961336997216,0.7853884372177053,0.9998330782979511,0.976519550909795,0.9989028752725131,0.945022857113692,0.9864752741568386,0.39206349206349206
64,64,1.0,0.7953203639179249,1.0,0.9813588850174215,1.0,0.9477518674861373,1.0,0.39682539682539686
64,100,1.0,0.794888050070977,1.0,0.9837785520712352,1.0,0.9495038199853799,1.0,0.4023809523809524
64,128,1.0,0.7983546264034069,1.0,0.9821525358110724,1.0,0.9481924139571478,1.0,0.3968253968253968
None,1,0.8753030601958695,0.6596883468834687,0.9758616552562119,0.9304878048780487,0.971171260252359,0.9208569127717414,0.7747444651355264,0.38888888888888895
None,2,0.9578986247318607,0.7302006710543295,0.9544764627172617,0.8739837398373985,0.9718442038765708,0.9012376341050917,0.9349203393337472,0.5603174603174603
None,4,0.9941888659543169,0.7583881791198865,0.9886818592566703,0.923093302361595,0.989340604556082,0.9228417730806581,0.9334398924063729,0.4873015873015872
None,8,0.9992944302218517,0.7747096399535424,0.9972748575955755,0.9628339140534263,0.9949645420171055,0.9404908716088359,0.9508597144630663,0.4293650793650793
None,16,0.9999517500863256,0.7818960511033684,0.9997775228197493,0.9717189314750293,0.9975866483349675,0.9439894254192116,0.9692106352162215,0.4126984126984127
None,32,0.9999961336997216,0.7853884372177053,0.9998330782979511,0.976519550909795,0.9989028752725131,0.945022857113692,0.9864752741568386,0.39206349206349206
None,64,1.0,0.7953203639179249,1.0,0.9813588850174215,1.0,0.9477518674861373,1.0,0.39682539682539686
None,100,1.0,0.794888050070977,1.0,0.9837785520712352,1.0,0.9495038199853799,1.0,0.4023809523809524
None,128,1.0,0.7983546264034069,1.0,0.9821525358110724,1.0,0.9481924139571478,1.0,0.3968253968253968
