Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22,,,
0.8246,0.375,0.829,0.5515,0.75,0.5496,0.9351,0.7083,0.9373,4110,18,30,848,2725,36,12,2233,4647,34,14,311,,,
0.8252,0.3542,0.8298,0.5523,0.6875,0.551,0.9227,0.625,0.9256,4114,17,31,844,2732,33,15,2226,4589,30,18,369,,,
0.8136,0.3542,0.8181,0.5346,0.7917,0.5321,0.9197,0.6667,0.9221,4056,17,31,902,2638,38,10,2320,4572,32,16,386,,,
0.8236,0.25,0.8292,0.5455,0.7292,0.5438,0.9463,0.5417,0.9502,4111,12,36,847,2696,35,13,2262,4711,26,22,247,,,
0.8208,0.4167,0.8247,0.5416,0.75,0.5395,0.9343,0.6667,0.9369,4089,20,28,869,2675,36,12,2283,4645,32,16,313,,,
0.8228,0.3542,0.8273,0.5491,0.8333,0.5464,0.9247,0.5833,0.928,4102,17,31,856,2709,40,8,2249,4601,28,20,357,,,
0.821,0.3125,0.8259,0.5328,0.6667,0.5315,0.9275,0.6667,0.93,4095,15,33,863,2635,32,16,2323,4611,32,16,347,,,
0.8234,0.3333,0.8282,0.5453,0.8125,0.5428,0.9339,0.5833,0.9373,4106,16,32,852,2691,39,9,2267,4647,28,20,311,,,
0.8094,0.25,0.8148,0.5419,0.7708,0.5397,0.9405,0.5625,0.9441,4040,12,36,918,2676,37,11,2282,4681,27,21,277,,,
0.8228,0.4375,0.8265,0.5445,0.8958,0.5411,0.9399,0.5625,0.9435,4098,21,27,860,2683,43,5,2275,4678,27,21,280,,,
0.83,0.3333,0.8348,0.5374,0.7292,0.5355,0.9227,0.5625,0.9262,4139,16,32,819,2655,35,13,2303,4592,27,21,366,,,
0.8278,0.3958,0.832,0.5475,0.7917,0.5452,0.9351,0.5208,0.9391,4125,19,29,833,2703,38,10,2255,4656,25,23,302,,,
0.8196,0.4167,0.8235,0.541,0.6875,0.5395,0.9175,0.5417,0.9211,4083,20,28,875,2675,33,15,2283,4567,26,22,391,,,
0.8192,0.2292,0.8249,0.5398,0.6667,0.5385,0.9387,0.4583,0.9433,4090,11,37,868,2670,32,16,2288,4677,22,26,281,,,
0.8266,0.4583,0.8302,0.5455,0.8333,0.5428,0.9333,0.5625,0.9369,4116,22,26,842,2691,40,8,2267,4645,27,21,313,,,
0.8204,0.4167,0.8243,0.541,0.7292,0.5391,0.9217,0.625,0.9246,4087,20,28,871,2673,35,13,2285,4584,30,18,374,,,
0.8214,0.2292,0.8271,0.5471,0.625,0.5464,0.9383,0.5208,0.9423,4101,11,37,857,2709,30,18,2249,4672,25,23,286,,,
0.8214,0.3333,0.8261,0.5364,0.7708,0.5341,0.9217,0.6458,0.9244,4096,16,32,862,2648,37,11,2310,4583,31,17,375,,,
0.819,0.4167,0.8229,0.5437,0.8542,0.5407,0.9057,0.625,0.9084,4080,20,28,878,2681,41,7,2277,4504,30,18,454,,,
0.8278,0.3958,0.832,0.5425,0.8125,0.5399,0.9215,0.5208,0.9254,4125,19,29,833,2677,39,9,2281,4588,25,23,370,,,
0.8184,0.4167,0.8223,0.537,0.6875,0.5355,0.9331,0.625,0.9361,4077,20,28,881,2655,33,15,2303,4641,30,18,317,,,
0.8296,0.2917,0.8348,0.5435,0.7917,0.5411,0.9181,0.5833,0.9213,4139,14,34,819,2683,38,10,2275,4568,28,20,390,,,
0.8222,0.4583,0.8257,0.5429,0.8125,0.5403,0.9235,0.5833,0.9268,4094,22,26,864,2679,39,9,2279,4595,28,20,363,,,
0.8214,0.375,0.8257,0.5402,0.7083,0.5385,0.9211,0.5417,0.9248,4094,18,30,864,2670,34,14,2288,4585,26,22,373,,,
0.826,0.3333,0.8308,0.5529,0.8125,0.5504,0.9033,0.625,0.906,4119,16,32,839,2729,39,9,2229,4492,30,18,466,,,
0.822,0.375,0.8263,0.5471,0.7292,0.5454,0.9387,0.6458,0.9415,4097,18,30,861,2704,35,13,2254,4668,31,17,290,,,
0.8266,0.4375,0.8304,0.5487,0.8333,0.546,0.9121,0.6042,0.9151,4117,21,27,841,2707,40,8,2251,4537,29,19,421,,,
0.8206,0.3542,0.8251,0.5517,0.7708,0.5496,0.9143,0.625,0.9171,4091,17,31,867,2725,37,11,2233,4547,30,18,411,,,
0.8324,0.375,0.8368,0.5497,0.7917,0.5474,0.9315,0.5833,0.9349,4149,18,30,809,2714,38,10,2244,4635,28,20,323,,,
0.824,0.4375,0.8278,0.5412,0.75,0.5391,0.8931,0.5625,0.8963,4104,21,27,854,2673,36,12,2285,4444,27,21,514,,,
0.8286,0.3958,0.8328,0.5362,0.75,0.5341,0.9103,0.5208,0.9141,4129,19,29,829,2648,36,12,2310,4532,25,23,426,,,
0.8256,0.3958,0.8298,0.5481,0.8542,0.5452,0.9185,0.6875,0.9207,4114,19,29,844,2703,41,7,2255,4565,33,15,393,,,
0.8184,0.3125,0.8233,0.5376,0.6667,0.5363,0.9309,0.5625,0.9344,4082,15,33,876,2659,32,16,2299,4633,27,21,325,,,
0.8334,0.4167,0.8374,0.5459,0.7292,0.5442,0.9253,0.6042,0.9284,4152,20,28,806,2698,35,13,2260,4603,29,19,355,,,
0.822,0.375,0.8263,0.5547,0.6667,0.5537,0.9133,0.5417,0.9169,4097,18,30,861,2745,32,16,2213,4546,26,22,412,,,
0.8266,0.2917,0.8318,0.5537,0.8542,0.5508,0.9333,0.6458,0.9361,4124,14,34,834,2731,41,7,2227,4641,31,17,317,,,
0.8294,0.4375,0.8332,0.5459,0.8125,0.5434,0.9267,0.6667,0.9292,4131,21,27,827,2694,39,9,2264,4607,32,16,351,,,
0.819,0.3125,0.8239,0.5382,0.6875,0.5367,0.9459,0.5625,0.9496,4085,15,33,873,2661,33,15,2297,4708,27,21,250,,,
0.8154,0.375,0.8197,0.5539,0.7917,0.5516,0.9323,0.6042,0.9355,4064,18,30,894,2735,38,10,2223,4638,29,19,320,,,
0.8168,0.3333,0.8215,0.538,0.6667,0.5367,0.9401,0.6458,0.9429,4073,16,32,885,2661,32,16,2297,4675,31,17,283,,,
0.8154,0.4167,0.8193,0.5414,0.8125,0.5387,0.9325,0.6667,0.9351,4062,20,28,896,2671,39,9,2287,4636,32,16,322,,,
0.82,0.2917,0.8251,0.5497,0.6458,0.5488,0.9249,0.75,0.9266,4091,14,34,867,2721,31,17,2237,4594,36,12,364,,,
0.8232,0.4375,0.8269,0.5491,0.75,0.5472,0.9387,0.5833,0.9421,4100,21,27,858,2713,36,12,2245,4671,28,20,287,,,
0.8158,0.3542,0.8203,0.5499,0.75,0.548,0.9383,0.6042,0.9415,4067,17,31,891,2717,36,12,2241,4668,29,19,290,,,
0.8274,0.3542,0.832,0.5388,0.7292,0.5369,0.9289,0.6875,0.9312,4125,17,31,833,2662,35,13,2296,4617,33,15,341,,,
0.8158,0.3333,0.8205,0.5388,0.7083,0.5371,0.9147,0.5833,0.9179,4068,16,32,890,2663,34,14,2295,4551,28,20,407,,,
0.818,0.4583,0.8215,0.5521,0.7708,0.55,0.9235,0.6042,0.9266,4073,22,26,885,2727,37,11,2231,4594,29,19,364,,,
0.8214,0.3542,0.8259,0.5573,0.7917,0.5551,0.9159,0.7292,0.9177,4095,17,31,863,2752,38,10,2206,4550,35,13,408,,,
0.8234,0.3542,0.828,0.5439,0.7292,0.5422,0.9239,0.625,0.9268,4105,17,31,853,2688,35,13,2270,4595,30,18,363,,,
0.8128,0.3542,0.8173,0.5477,0.7292,0.546,0.9443,0.6458,0.9472,4052,17,31,906,2707,35,13,2251,4696,31,17,262,,,
0.8262,0.2708,0.8316,0.5457,0.75,0.5438,0.9317,0.4583,0.9363,4123,13,35,835,2696,36,12,2262,4642,22,26,316,,,
0.8252,0.3333,0.83,0.5491,0.6875,0.5478,0.9381,0.5417,0.9419,4115,16,32,843,2716,33,15,2242,4670,26,22,288,,,
0.8204,0.2917,0.8255,0.54,0.6875,0.5385,0.9379,0.5417,0.9417,4093,14,34,865,2670,33,15,2288,4669,26,22,289,,,
0.819,0.3333,0.8237,0.5467,0.6875,0.5454,0.9057,0.6667,0.908,4084,16,32,874,2704,33,15,2254,4502,32,16,456,,,
0.8206,0.375,0.8249,0.5567,0.7917,0.5545,0.9395,0.625,0.9425,4090,18,30,868,2749,38,10,2209,4673,30,18,285,,,
0.8234,0.4167,0.8273,0.5386,0.8125,0.5359,0.9407,0.5417,0.9445,4102,20,28,856,2657,39,9,2301,4683,26,22,275,,,
0.819,0.2917,0.8241,0.5443,0.7917,0.542,0.9089,0.6667,0.9113,4086,14,34,872,2687,38,10,2271,4518,32,16,440,,,
0.8248,0.4167,0.8288,0.5449,0.7917,0.5426,0.9307,0.625,0.9336,4109,20,28,849,2690,38,10,2268,4629,30,18,329,,,
0.8178,0.3958,0.8219,0.5469,0.8125,0.5444,0.9165,0.6042,0.9195,4075,19,29,883,2699,39,9,2259,4559,29,19,399,,,
0.8256,0.3125,0.8306,0.5443,0.7083,0.5428,0.9233,0.5833,0.9266,4118,15,33,840,2691,34,14,2267,4594,28,20,364,,,
0.8242,0.4167,0.8282,0.5404,0.8125,0.5377,0.9237,0.4375,0.9284,4106,20,28,852,2666,39,9,2292,4603,21,27,355,,,
0.8194,0.3958,0.8235,0.5487,0.7917,0.5464,0.9161,0.5625,0.9195,4083,19,29,875,2709,38,10,2249,4559,27,21,399,,,
0.8218,0.3333,0.8265,0.5493,0.75,0.5474,0.9393,0.6875,0.9417,4098,16,32,860,2714,36,12,2244,4669,33,15,289,,,
0.8192,0.2917,0.8243,0.5497,0.8125,0.5472,0.9221,0.6458,0.9248,4087,14,34,871,2713,39,9,2245,4585,31,17,373,,,
0.824,0.375,0.8284,0.5501,0.7917,0.5478,0.9233,0.625,0.9262,4107,18,30,851,2716,38,10,2242,4592,30,18,366,,,
0.8162,0.3333,0.8209,0.532,0.75,0.5299,0.9169,0.5208,0.9207,4070,16,32,888,2627,36,12,2331,4565,25,23,393,,,
0.8256,0.3542,0.8302,0.5423,0.7708,0.5401,0.9159,0.5,0.9199,4116,17,31,842,2678,37,11,2280,4561,24,24,397,,,
0.814,0.4792,0.8173,0.5272,0.75,0.525,0.9243,0.5208,0.9282,4052,23,25,906,2603,36,12,2355,4602,25,23,356,,,
0.8172,0.25,0.8227,0.5425,0.6875,0.5411,0.9201,0.4792,0.9244,4079,12,36,879,2683,33,15,2275,4583,23,25,375,,,
0.828,0.375,0.8324,0.5599,0.8125,0.5575,0.9263,0.5625,0.9298,4127,18,30,831,2764,39,9,2194,4610,27,21,348,,,
0.8202,0.3958,0.8243,0.5481,0.7083,0.5466,0.9197,0.5833,0.923,4087,19,29,871,2710,34,14,2248,4576,28,20,382,,,
0.8184,0.3125,0.8233,0.5447,0.7708,0.5426,0.9133,0.5208,0.9171,4082,15,33,876,2690,37,11,2268,4547,25,23,411,,,
0.8216,0.2708,0.8269,0.5429,0.6875,0.5415,0.9219,0.625,0.9248,4100,13,35,858,2685,33,15,2273,4585,30,18,373,,,
0.8278,0.3125,0.8328,0.5485,0.75,0.5466,0.9043,0.625,0.907,4129,15,33,829,2710,36,12,2248,4497,30,18,461,,,
0.822,0.3125,0.8269,0.5475,0.75,0.5456,0.9333,0.6042,0.9365,4100,15,33,858,2705,36,12,2253,4643,29,19,315,,,
0.816,0.375,0.8203,0.5398,0.7292,0.5379,0.9237,0.5417,0.9274,4067,18,30,891,2667,35,13,2291,4598,26,22,360,,,
0.8296,0.4375,0.8334,0.5549,0.7292,0.5532,0.9265,0.5417,0.9302,4132,21,27,826,2743,35,13,2215,4612,26,22,346,,,
0.8202,0.4167,0.8241,0.541,0.8542,0.5379,0.9195,0.625,0.9223,4086,20,28,872,2667,41,7,2291,4573,30,18,385,,,
0.819,0.3125,0.8239,0.5481,0.7083,0.5466,0.9299,0.625,0.9328,4085,15,33,873,2710,34,14,2248,4625,30,18,333,,,
0.8182,0.3333,0.8229,0.5419,0.7708,0.5397,0.9179,0.7708,0.9193,4080,16,32,878,2676,37,11,2282,4558,37,11,400,,,
0.818,0.3958,0.8221,0.54,0.7708,0.5377,0.9279,0.5625,0.9314,4076,19,29,882,2666,37,11,2292,4618,27,21,340,,,
0.82,0.3958,0.8241,0.5475,0.75,0.5456,0.9395,0.7083,0.9417,4086,19,29,872,2705,36,12,2253,4669,34,14,289,,,
0.8182,0.375,0.8225,0.5414,0.7708,0.5391,0.9407,0.5625,0.9443,4078,18,30,880,2673,37,11,2285,4682,27,21,276,,,
0.8198,0.2917,0.8249,0.5501,0.8542,0.5472,0.9167,0.4792,0.9209,4090,14,34,868,2713,41,7,2245,4566,23,25,392,,,
0.8256,0.375,0.83,0.5439,0.8542,0.5409,0.9289,0.5625,0.9324,4115,18,30,843,2682,41,7,2276,4623,27,21,335,,,
0.827,0.3125,0.832,0.5505,0.7292,0.5488,0.9181,0.5,0.9221,4125,15,33,833,2721,35,13,2237,4572,24,24,386,,,
0.8244,0.375,0.8288,0.539,0.8333,0.5361,0.9331,0.5,0.9373,4109,18,30,849,2658,40,8,2300,4647,24,24,311,,,
0.823,0.3125,0.828,0.5414,0.7708,0.5391,0.9413,0.6042,0.9445,4105,15,33,853,2673,37,11,2285,4683,29,19,275,,,
0.8346,0.4167,0.8386,0.5511,0.7708,0.549,0.9325,0.5833,0.9359,4158,20,28,800,2722,37,11,2236,4640,28,20,318,,,
0.8246,0.5417,0.8273,0.5416,0.8125,0.5389,0.9267,0.5833,0.93,4102,26,22,856,2672,39,9,2286,4611,28,20,347,,,
0.8272,0.25,0.8328,0.5423,0.6875,0.5409,0.9109,0.6042,0.9139,4129,12,36,829,2682,33,15,2276,4531,29,19,427,,,
0.8142,0.3333,0.8189,0.5449,0.7292,0.5432,0.9083,0.625,0.9111,4060,16,32,898,2693,35,13,2265,4517,30,18,441,,,
0.829,0.3958,0.8332,0.5451,0.6875,0.5438,0.9351,0.625,0.9381,4131,19,29,827,2696,33,15,2262,4651,30,18,307,,,
0.8248,0.3333,0.8296,0.5396,0.7292,0.5377,0.9147,0.6042,0.9177,4113,16,32,845,2666,35,13,2292,4550,29,19,408,,,
0.8204,0.3125,0.8253,0.5485,0.7292,0.5468,0.9179,0.6458,0.9205,4092,15,33,866,2711,35,13,2247,4564,31,17,394,,,
0.8274,0.4375,0.8312,0.5459,0.7708,0.5438,0.9211,0.5625,0.9246,4121,21,27,837,2696,37,11,2262,4584,27,21,374,,,
0.8196,0.4167,0.8235,0.5412,0.7917,0.5387,0.9413,0.5625,0.9449,4083,20,28,875,2671,38,10,2287,4685,27,21,273,,,
0.816,0.2708,0.8213,0.5421,0.7708,0.5399,0.9299,0.5208,0.9338,4072,13,35,886,2677,37,11,2281,4630,25,23,328,,,
0.8242,0.4167,0.8282,0.5348,0.7083,0.5331,0.9285,0.5833,0.9318,4106,20,28,852,2643,34,14,2315,4620,28,20,338,,,
0.818,0.3958,0.8221,0.5453,0.8333,0.5426,0.9185,0.6458,0.9211,4076,19,29,882,2690,40,8,2268,4567,31,17,391,,,
0.8246,0.3542,0.8292,0.5499,0.75,0.548,0.9231,0.5208,0.927,4111,17,31,847,2717,36,12,2241,4596,25,23,362,,,
0.8258,0.3542,0.8304,0.541,0.8125,0.5383,0.9357,0.5833,0.9391,4117,17,31,841,2669,39,9,2289,4656,28,20,302,,,
0.8246,0.3333,0.8294,0.5575,0.875,0.5545,0.9247,0.625,0.9276,4112,16,32,846,2749,42,6,2209,4599,30,18,359,,,
0.8192,0.375,0.8235,0.5513,0.875,0.5482,0.9319,0.5,0.9361,4083,18,30,875,2718,42,6,2240,4641,24,24,317,,,
0.8216,0.3333,0.8263,0.5487,0.8333,0.546,0.9461,0.6042,0.9494,4097,16,32,861,2707,40,8,2251,4707,29,19,251,,,
0.819,0.2083,0.8249,0.5557,0.7917,0.5534,0.9291,0.5208,0.933,4090,10,38,868,2744,38,10,2214,4626,25,23,332,,,
0.822,0.3542,0.8265,0.531,0.6875,0.5294,0.9285,0.7083,0.9306,4098,17,31,860,2625,33,15,2333,4614,34,14,344,,,
0.8202,0.3542,0.8247,0.5382,0.75,0.5361,0.9253,0.5417,0.929,4089,17,31,869,2658,36,12,2300,4606,26,22,352,,,
0.8216,0.3333,0.8263,0.5493,0.7917,0.547,0.9379,0.625,0.9409,4097,16,32,861,2712,38,10,2246,4665,30,18,293,,,
0.8206,0.375,0.8249,0.5451,0.8125,0.5426,0.9231,0.6458,0.9258,4090,18,30,868,2690,39,9,2268,4590,31,17,368,,,
0.8194,0.2917,0.8245,0.5431,0.7708,0.5409,0.9167,0.625,0.9195,4088,14,34,870,2682,37,11,2276,4559,30,18,399,,,
0.8202,0.4583,0.8237,0.5344,0.7917,0.5319,0.9471,0.5625,0.9508,4084,22,26,874,2637,38,10,2321,4714,27,21,244,,,
0.8296,0.3542,0.8342,0.5497,0.8125,0.5472,0.9203,0.5,0.9244,4136,17,31,822,2713,39,9,2245,4583,24,24,375,,,
0.823,0.4375,0.8267,0.5435,0.7708,0.5413,0.9139,0.6458,0.9165,4099,21,27,859,2684,37,11,2274,4544,31,17,414,,,
0.8326,0.3333,0.8374,0.5505,0.8125,0.548,0.9151,0.6875,0.9173,4152,16,32,806,2717,39,9,2241,4548,33,15,410,,,
0.8118,0.25,0.8173,0.5364,0.8333,0.5335,0.9285,0.6667,0.931,4052,12,36,906,2645,40,8,2313,4616,32,16,342,,,
0.8172,0.3958,0.8213,0.5449,0.7292,0.5432,0.9229,0.5208,0.9268,4072,19,29,886,2693,35,13,2265,4595,25,23,363,,,
0.8206,0.3333,0.8253,0.5467,0.75,0.5448,0.9081,0.6667,0.9104,4092,16,32,866,2701,36,12,2257,4514,32,16,444,,,
0.8232,0.4375,0.8269,0.5366,0.75,0.5345,0.9383,0.625,0.9413,4100,21,27,858,2650,36,12,2308,4667,30,18,291,,,
0.8312,0.4167,0.8352,0.5429,0.7708,0.5407,0.9435,0.625,0.9466,4141,20,28,817,2681,37,11,2277,4693,30,18,265,,,
0.826,0.3542,0.8306,0.5429,0.7708,0.5407,0.9175,0.5625,0.9209,4118,17,31,840,2681,37,11,2277,4566,27,21,392,,,
0.8256,0.3333,0.8304,0.5471,0.8125,0.5446,0.9365,0.5833,0.9399,4117,16,32,841,2700,39,9,2258,4660,28,20,298,,,
0.8172,0.3333,0.8219,0.5414,0.6875,0.5399,0.9171,0.5833,0.9203,4075,16,32,883,2677,33,15,2281,4563,28,20,395,,,
0.8246,0.3125,0.8296,0.5553,0.7708,0.5532,0.9449,0.6042,0.9482,4113,15,33,845,2743,37,11,2215,4701,29,19,257,,,
0.8184,0.2708,0.8237,0.5507,0.7083,0.5492,0.9347,0.5,0.9389,4084,13,35,874,2723,34,14,2235,4655,24,24,303,,,
0.8238,0.3333,0.8286,0.5429,0.7917,0.5405,0.9149,0.6875,0.9171,4108,16,32,850,2680,38,10,2278,4547,33,15,411,,,
0.8124,0.25,0.8179,0.5404,0.6875,0.5389,0.9447,0.5208,0.9488,4055,12,36,903,2672,33,15,2286,4704,25,23,254,,,
0.8176,0.3542,0.8221,0.5459,0.7917,0.5436,0.9373,0.5625,0.9409,4076,17,31,882,2695,38,10,2263,4665,27,21,293,,,
0.8302,0.3958,0.8344,0.5563,0.75,0.5545,0.9287,0.6667,0.9312,4137,19,29,821,2749,36,12,2209,4617,32,16,341,,,
0.8174,0.4583,0.8209,0.5358,0.8333,0.5329,0.9063,0.6042,0.9092,4070,22,26,888,2642,40,8,2316,4508,29,19,450,,,
0.8178,0.3542,0.8223,0.5396,0.75,0.5375,0.9329,0.6667,0.9355,4077,17,31,881,2665,36,12,2293,4638,32,16,320,,,
0.823,0.3125,0.828,0.5497,0.6875,0.5484,0.9401,0.6458,0.9429,4105,15,33,853,2719,33,15,2239,4675,31,17,283,,,
0.8142,0.2917,0.8193,0.5386,0.7708,0.5363,0.9371,0.7708,0.9387,4062,14,34,896,2659,37,11,2299,4654,37,11,304,,,
0.8244,0.2917,0.8296,0.5435,0.7917,0.5411,0.9333,0.6042,0.9365,4113,14,34,845,2683,38,10,2275,4643,29,19,315,,,
0.8238,0.2917,0.829,0.5419,0.75,0.5399,0.9263,0.6042,0.9294,4110,14,34,848,2677,36,12,2281,4608,29,19,350,,,
0.8242,0.3333,0.829,0.5471,0.7917,0.5448,0.9265,0.6458,0.9292,4110,16,32,848,2701,38,10,2257,4607,31,17,351,,,
0.8226,0.25,0.8282,0.5412,0.7292,0.5393,0.9329,0.7083,0.9351,4106,12,36,852,2674,35,13,2284,4636,34,14,322,,,
0.8228,0.25,0.8284,0.5449,0.7708,0.5428,0.9175,0.5833,0.9207,4107,12,36,851,2691,37,11,2267,4565,28,20,393,,,
0.8216,0.4583,0.8251,0.5477,0.7292,0.546,0.9333,0.6042,0.9365,4091,22,26,867,2707,35,13,2251,4643,29,19,315,,,
0.826,0.3542,0.8306,0.5457,0.7708,0.5436,0.9295,0.4583,0.934,4118,17,31,840,2695,37,11,2263,4631,22,26,327,,,
0.8212,0.3333,0.8259,0.5398,0.7708,0.5375,0.9217,0.7083,0.9238,4095,16,32,863,2665,37,11,2293,4580,34,14,378,,,
0.8256,0.2917,0.8308,0.5384,0.7083,0.5367,0.9337,0.6667,0.9363,4119,14,34,839,2661,34,14,2297,4642,32,16,316,,,
0.819,0.375,0.8233,0.5477,0.75,0.5458,0.9233,0.625,0.9262,4082,18,30,876,2706,36,12,2252,4592,30,18,366,,,
0.8246,0.3958,0.8288,0.5493,0.8333,0.5466,0.9243,0.7083,0.9264,4109,19,29,849,2710,40,8,2248,4593,34,14,365,,,
0.818,0.3333,0.8227,0.5453,0.8333,0.5426,0.9233,0.625,0.9262,4079,16,32,879,2690,40,8,2268,4592,30,18,366,,,
0.8256,0.3542,0.8302,0.5368,0.7917,0.5343,0.9363,0.6042,0.9395,4116,17,31,842,2649,38,10,2309,4658,29,19,300,,,
0.821,0.4167,0.8249,0.5429,0.8542,0.5399,0.9263,0.5,0.9304,4090,20,28,868,2677,41,7,2281,4613,24,24,345,,,
0.829,0.375,0.8334,0.5471,0.7292,0.5454,0.9225,0.5208,0.9264,4132,18,30,826,2704,35,13,2254,4593,25,23,365,,,
0.8186,0.3125,0.8235,0.5423,0.7292,0.5405,0.9289,0.5,0.933,4083,15,33,875,2680,35,13,2278,4626,24,24,332,,,
0.8302,0.4167,0.8342,0.5445,0.7917,0.5422,0.9325,0.5417,0.9363,4136,20,28,822,2688,38,10,2270,4642,26,22,316,,,
0.8262,0.3333,0.831,0.5467,0.7292,0.545,0.9279,0.625,0.9308,4120,16,32,838,2702,35,13,2256,4615,30,18,343,,,
0.822,0.2917,0.8271,0.5423,0.7292,0.5405,0.9069,0.7083,0.9088,4101,14,34,857,2680,35,13,2278,4506,34,14,452,,,
0.8212,0.2917,0.8263,0.5302,0.6458,0.529,0.9361,0.5625,0.9397,4097,14,34,861,2623,31,17,2335,4659,27,21,299,,,
0.8242,0.3542,0.8288,0.5421,0.7292,0.5403,0.9249,0.5417,0.9286,4109,17,31,849,2679,35,13,2279,4604,26,22,354,,,
0.824,0.375,0.8284,0.5441,0.7708,0.542,0.9215,0.625,0.9244,4107,18,30,851,2687,37,11,2271,4583,30,18,375,,,
0.815,0.4583,0.8185,0.5423,0.7708,0.5401,0.8917,0.5833,0.8947,4058,22,26,900,2678,37,11,2280,4436,28,20,522,,,
0.823,0.2708,0.8284,0.5439,0.7708,0.5418,0.9167,0.6458,0.9193,4107,13,35,851,2686,37,11,2272,4558,31,17,400,,,
0.8286,0.4375,0.8324,0.5511,0.7917,0.5488,0.9389,0.5417,0.9427,4127,21,27,831,2721,38,10,2237,4674,26,22,284,,,
0.8232,0.3125,0.8282,0.5453,0.8125,0.5428,0.9327,0.6667,0.9353,4106,15,33,852,2691,39,9,2267,4637,32,16,321,,,
0.8134,0.3125,0.8183,0.5485,0.75,0.5466,0.9177,0.5,0.9217,4057,15,33,901,2710,36,12,2248,4570,24,24,388,,,
0.8286,0.3542,0.8332,0.5463,0.7917,0.544,0.9053,0.4792,0.9094,4131,17,31,827,2697,38,10,2261,4509,23,25,449,,,
0.82,0.2292,0.8257,0.5406,0.6667,0.5393,0.9217,0.4167,0.9266,4094,11,37,864,2674,32,16,2284,4594,20,28,364,,,
0.8232,0.2708,0.8286,0.5414,0.7083,0.5397,0.9135,0.625,0.9163,4108,13,35,850,2676,34,14,2282,4543,30,18,415,,,
0.8204,0.4375,0.8241,0.5346,0.8333,0.5317,0.9397,0.5625,0.9433,4086,21,27,872,2636,40,8,2322,4677,27,21,281,,,
0.8244,0.2708,0.8298,0.5461,0.7708,0.544,0.9121,0.5208,0.9159,4114,13,35,844,2697,37,11,2261,4541,25,23,417,,,
0.8192,0.3333,0.8239,0.5417,0.7292,0.5399,0.9303,0.4583,0.9349,4085,16,32,873,2677,35,13,2281,4635,22,26,323,,,
0.8234,0.3333,0.8282,0.5487,0.6458,0.5478,0.9419,0.5625,0.9455,4106,16,32,852,2716,31,17,2242,4688,27,21,270,,,
0.8304,0.3333,0.8352,0.5473,0.7917,0.545,0.9369,0.6042,0.9401,4141,16,32,817,2702,38,10,2256,4661,29,19,297,,,
0.8192,0.4792,0.8225,0.5416,0.7917,0.5391,0.9153,0.5,0.9193,4078,23,25,880,2673,38,10,2285,4558,24,24,400,,,
0.8228,0.2917,0.828,0.5535,0.7083,0.552,0.9231,0.5,0.9272,4105,14,34,853,2737,34,14,2221,4597,24,24,361,,,
0.8178,0.375,0.8221,0.5467,0.75,0.5448,0.9369,0.5833,0.9403,4076,18,30,882,2701,36,12,2257,4662,28,20,296,,,
0.8198,0.2708,0.8251,0.5358,0.6875,0.5343,0.9399,0.6042,0.9431,4091,13,35,867,2649,33,15,2309,4676,29,19,282,,,
0.822,0.3542,0.8265,0.5479,0.8125,0.5454,0.9309,0.5,0.9351,4098,17,31,860,2704,39,9,2254,4636,24,24,322,,,
0.8204,0.3958,0.8245,0.5417,0.8125,0.5391,0.9271,0.5417,0.9308,4088,19,29,870,2673,39,9,2285,4615,26,22,343,,,
0.8228,0.3125,0.8278,0.5416,0.7708,0.5393,0.9199,0.7292,0.9217,4104,15,33,854,2674,37,11,2284,4570,35,13,388,,,
0.8208,0.3542,0.8253,0.5441,0.7708,0.542,0.9373,0.4792,0.9417,4092,17,31,866,2687,37,11,2271,4669,23,25,289,,,
0.8252,0.3125,0.8302,0.5451,0.625,0.5444,0.9321,0.6875,0.9344,4116,15,33,842,2699,30,18,2259,4633,33,15,325,,,
0.823,0.375,0.8273,0.5491,0.7708,0.547,0.9131,0.5625,0.9165,4102,18,30,856,2712,37,11,2246,4544,27,21,414,,,
0.8124,0.2917,0.8175,0.5354,0.6875,0.5339,0.9297,0.6042,0.9328,4053,14,34,905,2647,33,15,2311,4625,29,19,333,,,
0.8216,0.3125,0.8265,0.5453,0.7083,0.5438,0.9431,0.5625,0.9468,4098,15,33,860,2696,34,14,2262,4694,27,21,264,,,
0.8186,0.3542,0.8231,0.5459,0.8542,0.543,0.9193,0.5625,0.9228,4081,17,31,877,2692,41,7,2266,4575,27,21,383,,,
0.8132,0.3542,0.8177,0.5477,0.75,0.5458,0.9049,0.5625,0.9082,4054,17,31,904,2706,36,12,2252,4503,27,21,455,,,
0.8288,0.25,0.8344,0.5443,0.5625,0.5442,0.9339,0.6042,0.9371,4137,12,36,821,2698,27,21,2260,4646,29,19,312,,,
0.8266,0.3125,0.8316,0.5423,0.7292,0.5405,0.9303,0.5625,0.9338,4123,15,33,835,2680,35,13,2278,4630,27,21,328,,,
