Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22,,,
0.8212,0.3333,0.8259,0.5455,0.7708,0.5434,0.9359,0.6875,0.9383,4095,16,32,863,2694,37,11,2264,4652,33,15,306,,,
0.8214,0.3125,0.8263,0.5473,0.7292,0.5456,0.9223,0.6667,0.9248,4097,15,33,861,2705,35,13,2253,4585,32,16,373,,,
0.8262,0.2708,0.8316,0.5408,0.6042,0.5401,0.9269,0.625,0.9298,4123,13,35,835,2678,29,19,2280,4610,30,18,348,,,
0.8234,0.375,0.8278,0.5312,0.625,0.5303,0.9159,0.5625,0.9193,4104,18,30,854,2629,30,18,2329,4558,27,21,400,,,
0.823,0.375,0.8273,0.5555,0.8125,0.553,0.9181,0.6042,0.9211,4102,18,30,856,2742,39,9,2216,4567,29,19,391,,,
0.8278,0.2917,0.833,0.5483,0.7083,0.5468,0.9265,0.75,0.9282,4130,14,34,828,2711,34,14,2247,4602,36,12,356,,,
0.822,0.375,0.8263,0.5264,0.8333,0.5234,0.9509,0.5208,0.955,4097,18,30,861,2595,40,8,2363,4735,25,23,223,,,
0.8198,0.375,0.8241,0.5406,0.8333,0.5377,0.9361,0.625,0.9391,4086,18,30,872,2666,40,8,2292,4656,30,18,302,,,
0.8194,0.25,0.8249,0.5392,0.7708,0.5369,0.9333,0.5,0.9375,4090,12,36,868,2662,37,11,2296,4648,24,24,310,,,
0.8262,0.5208,0.8292,0.5465,0.7708,0.5444,0.9197,0.4583,0.9242,4111,25,23,847,2699,37,11,2259,4582,22,26,376,,,
0.8228,0.4792,0.8261,0.5445,0.7708,0.5424,0.9271,0.7083,0.9292,4096,23,25,862,2689,37,11,2269,4607,34,14,351,,,
0.8234,0.375,0.8278,0.5551,0.7292,0.5534,0.9275,0.3958,0.9326,4104,18,30,854,2744,35,13,2214,4624,19,29,334,,,
0.8212,0.3958,0.8253,0.5463,0.8542,0.5434,0.9355,0.4583,0.9401,4092,19,29,866,2694,41,7,2264,4661,22,26,297,,,
0.823,0.3542,0.8276,0.5421,0.8333,0.5393,0.9131,0.4792,0.9173,4103,17,31,855,2674,40,8,2284,4548,23,25,410,,,
0.8288,0.375,0.8332,0.5489,0.7917,0.5466,0.9115,0.5,0.9155,4131,18,30,827,2710,38,10,2248,4539,24,24,419,,,
0.8144,0.2917,0.8195,0.5402,0.625,0.5393,0.9223,0.6667,0.9248,4063,14,34,895,2674,30,18,2284,4585,32,16,373,,,
0.8258,0.4167,0.8298,0.5565,0.8333,0.5539,0.9351,0.4792,0.9395,4114,20,28,844,2746,40,8,2212,4658,23,25,300,,,
0.818,0.3958,0.8221,0.5477,0.9167,0.5442,0.9295,0.5625,0.933,4076,19,29,882,2698,44,4,2260,4626,27,21,332,,,
0.8196,0.3125,0.8245,0.5356,0.7917,0.5331,0.9051,0.5833,0.9082,4088,15,33,870,2643,38,10,2315,4503,28,20,455,,,
0.8248,0.3542,0.8294,0.5412,0.7292,0.5393,0.9377,0.5833,0.9411,4112,17,31,846,2674,35,13,2284,4666,28,20,292,,,
0.809,0.375,0.8132,0.538,0.8333,0.5351,0.9171,0.625,0.9199,4032,18,30,926,2653,40,8,2305,4561,30,18,397,,,
0.8312,0.4792,0.8346,0.5509,0.7292,0.5492,0.9333,0.625,0.9363,4138,23,25,820,2723,35,13,2235,4642,30,18,316,,,
0.8142,0.4375,0.8179,0.5465,0.6458,0.5456,0.9247,0.625,0.9276,4055,21,27,903,2705,31,17,2253,4599,30,18,359,,,
0.8322,0.3542,0.8368,0.5525,0.7917,0.5502,0.9247,0.5833,0.928,4149,17,31,809,2728,38,10,2230,4601,28,20,357,,,
0.8192,0.2708,0.8245,0.5386,0.7708,0.5363,0.9167,0.6875,0.9189,4088,13,35,870,2659,37,11,2299,4556,33,15,402,,,
0.8246,0.3958,0.8288,0.5421,0.75,0.5401,0.9287,0.5417,0.9324,4109,19,29,849,2678,36,12,2280,4623,26,22,335,,,
0.8214,0.375,0.8257,0.5507,0.7917,0.5484,0.9303,0.4583,0.9349,4094,18,30,864,2719,38,10,2239,4635,22,26,323,,,
0.8308,0.4792,0.8342,0.5445,0.875,0.5413,0.9297,0.4792,0.934,4136,23,25,822,2684,42,6,2274,4631,23,25,327,,,
0.8166,0.3125,0.8215,0.5362,0.7917,0.5337,0.9283,0.7083,0.9304,4073,15,33,885,2646,38,10,2312,4613,34,14,345,,,
0.8264,0.4167,0.8304,0.5435,0.8125,0.5409,0.9329,0.6458,0.9357,4117,20,28,841,2682,39,9,2276,4639,31,17,319,,,
0.8238,0.3125,0.8288,0.5455,0.8125,0.543,0.9335,0.5,0.9377,4109,15,33,849,2692,39,9,2266,4649,24,24,309,,,
0.816,0.3125,0.8209,0.5338,0.7917,0.5313,0.9313,0.5625,0.9349,4070,15,33,888,2634,38,10,2324,4635,27,21,323,,,
0.8232,0.3958,0.8273,0.5439,0.7083,0.5424,0.9317,0.625,0.9347,4102,19,29,856,2689,34,14,2269,4634,30,18,324,,,
0.819,0.3333,0.8237,0.5479,0.7292,0.5462,0.9341,0.5833,0.9375,4084,16,32,874,2708,35,13,2250,4648,28,20,310,,,
0.825,0.3958,0.8292,0.5459,0.7917,0.5436,0.9207,0.625,0.9236,4111,19,29,847,2695,38,10,2263,4579,30,18,379,,,
0.8182,0.375,0.8225,0.5344,0.8125,0.5317,0.9407,0.7083,0.9429,4078,18,30,880,2636,39,9,2322,4675,34,14,283,,,
0.827,0.3542,0.8316,0.5459,0.7917,0.5436,0.9133,0.7292,0.9151,4123,17,31,835,2695,38,10,2263,4537,35,13,421,,,
0.826,0.3958,0.8302,0.538,0.875,0.5347,0.9353,0.6042,0.9385,4116,19,29,842,2651,42,6,2307,4653,29,19,305,,,
0.8236,0.3333,0.8284,0.5501,0.7917,0.5478,0.9361,0.6667,0.9387,4107,16,32,851,2716,38,10,2242,4654,32,16,304,,,
0.8266,0.2708,0.832,0.54,0.7292,0.5381,0.9357,0.7083,0.9379,4125,13,35,833,2668,35,13,2290,4650,34,14,308,,,
0.828,0.3542,0.8326,0.5447,0.8125,0.5422,0.9397,0.4375,0.9445,4128,17,31,830,2688,39,9,2270,4683,21,27,275,,,
0.8212,0.4375,0.8249,0.5441,0.7917,0.5418,0.9123,0.5833,0.9155,4090,21,27,868,2686,38,10,2272,4539,28,20,419,,,
0.8174,0.3333,0.8221,0.5487,0.7292,0.547,0.9225,0.6667,0.925,4076,16,32,882,2712,35,13,2246,4586,32,16,372,,,
0.8228,0.4375,0.8265,0.5372,0.8125,0.5345,0.9381,0.6458,0.9409,4098,21,27,860,2650,39,9,2308,4665,31,17,293,,,
0.8212,0.3333,0.8259,0.5384,0.75,0.5363,0.9209,0.6458,0.9236,4095,16,32,863,2659,36,12,2299,4579,31,17,379,,,
0.821,0.3958,0.8251,0.5398,0.75,0.5377,0.9499,0.6458,0.9528,4091,19,29,867,2666,36,12,2292,4724,31,17,234,,,
0.8266,0.2917,0.8318,0.5394,0.7708,0.5371,0.9291,0.5833,0.9324,4124,14,34,834,2663,37,11,2295,4623,28,20,335,,,
0.821,0.3542,0.8255,0.5535,0.8125,0.551,0.9439,0.5625,0.9476,4093,17,31,865,2732,39,9,2226,4698,27,21,260,,,
0.823,0.3125,0.828,0.5419,0.6667,0.5407,0.9243,0.5208,0.9282,4105,15,33,853,2681,32,16,2277,4602,25,23,356,,,
0.8222,0.3125,0.8271,0.5463,0.8542,0.5434,0.9251,0.5625,0.9286,4101,15,33,857,2694,41,7,2264,4604,27,21,354,,,
0.8258,0.3542,0.8304,0.5374,0.75,0.5353,0.9325,0.6042,0.9357,4117,17,31,841,2654,36,12,2304,4639,29,19,319,,,
0.8224,0.3958,0.8265,0.5429,0.7292,0.5411,0.9257,0.4792,0.93,4098,19,29,860,2683,35,13,2275,4611,23,25,347,,,
0.815,0.375,0.8193,0.5314,0.7292,0.5294,0.9287,0.5625,0.9322,4062,18,30,896,2625,35,13,2333,4622,27,21,336,,,
0.8144,0.375,0.8187,0.5455,0.7708,0.5434,0.9229,0.6042,0.926,4059,18,30,899,2694,37,11,2264,4591,29,19,367,,,
0.819,0.375,0.8233,0.5425,0.75,0.5405,0.9233,0.6458,0.926,4082,18,30,876,2680,36,12,2278,4591,31,17,367,,,
0.8154,0.4167,0.8193,0.5404,0.7917,0.5379,0.9207,0.6042,0.9238,4062,20,28,896,2667,38,10,2291,4580,29,19,378,,,
0.8148,0.3333,0.8195,0.536,0.8333,0.5331,0.9291,0.6042,0.9322,4063,16,32,895,2643,40,8,2315,4622,29,19,336,,,
0.8244,0.2292,0.8302,0.5416,0.7083,0.5399,0.9289,0.625,0.9318,4116,11,37,842,2677,34,14,2281,4620,30,18,338,,,
0.823,0.3125,0.828,0.5535,0.75,0.5516,0.9101,0.6458,0.9127,4105,15,33,853,2735,36,12,2223,4525,31,17,433,,,
0.8212,0.3333,0.8259,0.5437,0.7708,0.5415,0.9129,0.6042,0.9159,4095,16,32,863,2685,37,11,2273,4541,29,19,417,,,
0.8322,0.4583,0.8358,0.5425,0.7292,0.5407,0.9165,0.5208,0.9203,4144,22,26,814,2681,35,13,2277,4563,25,23,395,,,
0.8294,0.3125,0.8344,0.5443,0.7917,0.542,0.9365,0.5833,0.9399,4137,15,33,821,2687,38,10,2271,4660,28,20,298,,,
0.8258,0.375,0.8302,0.5499,0.75,0.548,0.9389,0.7083,0.9411,4116,18,30,842,2717,36,12,2241,4666,34,14,292,,,
0.8286,0.3333,0.8334,0.5354,0.6875,0.5339,0.9303,0.5833,0.9336,4132,16,32,826,2647,33,15,2311,4629,28,20,329,,,
0.8186,0.3958,0.8227,0.5366,0.8542,0.5335,0.9371,0.6042,0.9403,4079,19,29,879,2645,41,7,2313,4662,29,19,296,,,
0.8228,0.4167,0.8267,0.5533,0.8125,0.5508,0.9165,0.6458,0.9191,4099,20,28,859,2731,39,9,2227,4557,31,17,401,,,
0.8232,0.2917,0.8284,0.5282,0.7917,0.5256,0.9259,0.625,0.9288,4107,14,34,851,2606,38,10,2352,4605,30,18,353,,,
0.8308,0.2917,0.836,0.5573,0.8333,0.5547,0.9349,0.6042,0.9381,4145,14,34,813,2750,40,8,2208,4651,29,19,307,,,
0.823,0.3125,0.828,0.5423,0.6875,0.5409,0.9391,0.6458,0.9419,4105,15,33,853,2682,33,15,2276,4670,31,17,288,,,
0.8184,0.375,0.8227,0.5489,0.7292,0.5472,0.9225,0.7083,0.9246,4079,18,30,879,2713,35,13,2245,4584,34,14,374,,,
0.8284,0.2708,0.8338,0.5527,0.875,0.5496,0.9463,0.6042,0.9496,4134,13,35,824,2725,42,6,2233,4708,29,19,250,,,
0.8284,0.3125,0.8334,0.5577,0.7708,0.5557,0.9339,0.6458,0.9367,4132,15,33,826,2755,37,11,2203,4644,31,17,314,,,
0.8224,0.3125,0.8273,0.539,0.7083,0.5373,0.9391,0.6875,0.9415,4102,15,33,856,2664,34,14,2294,4668,33,15,290,,,
0.8222,0.375,0.8265,0.5443,0.7917,0.542,0.9099,0.5417,0.9135,4098,18,30,860,2687,38,10,2271,4529,26,22,429,,,
0.8274,0.3542,0.832,0.5328,0.7708,0.5305,0.9339,0.7083,0.9361,4125,17,31,833,2630,37,11,2328,4641,34,14,317,,,
0.8122,0.3542,0.8167,0.5443,0.8125,0.5418,0.9295,0.625,0.9324,4049,17,31,909,2686,39,9,2272,4623,30,18,335,,,
0.8216,0.2917,0.8267,0.5533,0.7917,0.551,0.9255,0.7708,0.927,4099,14,34,859,2732,38,10,2226,4596,37,11,362,,,
0.8268,0.3333,0.8316,0.5519,0.7708,0.5498,0.9215,0.4792,0.9258,4123,16,32,835,2726,37,11,2232,4590,23,25,368,,,
0.8218,0.2083,0.8278,0.5396,0.7083,0.5379,0.9411,0.5,0.9453,4104,10,38,854,2667,34,14,2291,4687,24,24,271,,,
0.827,0.4583,0.8306,0.5521,0.8125,0.5496,0.9389,0.5625,0.9425,4118,22,26,840,2725,39,9,2233,4673,27,21,285,,,
0.8208,0.4375,0.8245,0.5427,0.8125,0.5401,0.9177,0.6042,0.9207,4088,21,27,870,2678,39,9,2280,4565,29,19,393,,,
0.8226,0.4167,0.8265,0.5362,0.7917,0.5337,0.9153,0.5625,0.9187,4098,20,28,860,2646,38,10,2312,4555,27,21,403,,,
0.82,0.1667,0.8263,0.5555,0.6458,0.5547,0.9153,0.7292,0.9171,4097,8,40,861,2750,31,17,2208,4547,35,13,411,,,
0.8152,0.2917,0.8203,0.5326,0.75,0.5305,0.9367,0.5,0.9409,4067,14,34,891,2630,36,12,2328,4665,24,24,293,,,
0.827,0.2708,0.8324,0.5449,0.7292,0.5432,0.9235,0.6458,0.9262,4127,13,35,831,2693,35,13,2265,4592,31,17,366,,,
0.8196,0.25,0.8251,0.5288,0.7083,0.527,0.9271,0.5625,0.9306,4091,12,36,867,2613,34,14,2345,4614,27,21,344,,,
0.825,0.3333,0.8298,0.5487,0.7708,0.5466,0.9127,0.6458,0.9153,4114,16,32,844,2710,37,11,2248,4538,31,17,420,,,
0.8202,0.375,0.8245,0.5447,0.75,0.5428,0.9345,0.5833,0.9379,4088,18,30,870,2691,36,12,2267,4650,28,20,308,,,
0.8206,0.375,0.8249,0.5477,0.8125,0.5452,0.9077,0.5833,0.9109,4090,18,30,868,2703,39,9,2255,4516,28,20,442,,,
0.8156,0.4167,0.8195,0.5445,0.6875,0.5432,0.9325,0.5833,0.9359,4063,20,28,895,2693,33,15,2265,4640,28,20,318,,,
0.818,0.4375,0.8217,0.5402,0.7917,0.5377,0.9335,0.6042,0.9367,4074,21,27,884,2666,38,10,2292,4644,29,19,314,,,
0.8162,0.2917,0.8213,0.5282,0.7708,0.5258,0.9259,0.625,0.9288,4072,14,34,886,2607,37,11,2351,4605,30,18,353,,,
0.8196,0.3958,0.8237,0.5487,0.8125,0.5462,0.9037,0.6667,0.906,4084,19,29,874,2708,39,9,2250,4492,32,16,466,,,
0.8176,0.2708,0.8229,0.5469,0.6875,0.5456,0.9277,0.6042,0.9308,4080,13,35,878,2705,33,15,2253,4615,29,19,343,,,
0.8228,0.2708,0.8282,0.5475,0.7708,0.5454,0.9359,0.5625,0.9395,4106,13,35,852,2704,37,11,2254,4658,27,21,300,,,
0.8268,0.4583,0.8304,0.5354,0.7292,0.5335,0.9245,0.6042,0.9276,4117,22,26,841,2645,35,13,2313,4599,29,19,359,,,
0.8206,0.2917,0.8257,0.5316,0.875,0.5282,0.9233,0.625,0.9262,4094,14,34,864,2619,42,6,2339,4592,30,18,366,,,
0.825,0.3958,0.8292,0.5412,0.75,0.5391,0.9217,0.625,0.9246,4111,19,29,847,2673,36,12,2285,4584,30,18,374,,,
0.8312,0.3542,0.8358,0.5376,0.7292,0.5357,0.9291,0.5833,0.9324,4144,17,31,814,2656,35,13,2302,4623,28,20,335,,,
0.8166,0.3333,0.8213,0.5523,0.75,0.5504,0.9231,0.6667,0.9256,4072,16,32,886,2729,36,12,2229,4589,32,16,369,,,
0.8192,0.3333,0.8239,0.5398,0.75,0.5377,0.9311,0.5417,0.9349,4085,16,32,873,2666,36,12,2292,4635,26,22,323,,,
0.8158,0.375,0.8201,0.5402,0.7292,0.5383,0.9201,0.6042,0.9232,4066,18,30,892,2669,35,13,2289,4577,29,19,381,,,
0.8206,0.2708,0.8259,0.5549,0.7292,0.5532,0.9179,0.4583,0.9223,4095,13,35,863,2743,35,13,2215,4573,22,26,385,,,
0.8174,0.4583,0.8209,0.5324,0.7917,0.5299,0.9245,0.5208,0.9284,4070,22,26,888,2627,38,10,2331,4603,25,23,355,,,
0.8222,0.3958,0.8263,0.5386,0.7292,0.5367,0.9351,0.5625,0.9387,4097,19,29,861,2661,35,13,2297,4654,27,21,304,,,
0.8202,0.3542,0.8247,0.5416,0.7708,0.5393,0.9285,0.5625,0.932,4089,17,31,869,2674,37,11,2284,4621,27,21,337,,,
0.8304,0.3125,0.8354,0.5479,0.6458,0.547,0.9235,0.6042,0.9266,4142,15,33,816,2712,31,17,2246,4594,29,19,364,,,
0.8286,0.3542,0.8332,0.5404,0.75,0.5383,0.9331,0.625,0.9361,4131,17,31,827,2669,36,12,2289,4641,30,18,317,,,
0.8246,0.4167,0.8286,0.5296,0.8542,0.5264,0.9227,0.5833,0.926,4108,20,28,850,2610,41,7,2348,4591,28,20,367,,,
0.8274,0.3542,0.832,0.5503,0.75,0.5484,0.9185,0.5833,0.9217,4125,17,31,833,2719,36,12,2239,4570,28,20,388,,,
0.828,0.3542,0.8326,0.5453,0.7917,0.543,0.9263,0.6458,0.929,4128,17,31,830,2692,38,10,2266,4606,31,17,352,,,
0.8214,0.3542,0.8259,0.5559,0.8125,0.5534,0.9363,0.6458,0.9391,4095,17,31,863,2744,39,9,2214,4656,31,17,302,,,
0.8204,0.3542,0.8249,0.5419,0.7708,0.5397,0.9235,0.5,0.9276,4090,17,31,868,2676,37,11,2282,4599,24,24,359,,,
0.8208,0.4375,0.8245,0.5525,0.7917,0.5502,0.9255,0.7083,0.9276,4088,21,27,870,2728,38,10,2230,4599,34,14,359,,,
0.827,0.4375,0.8308,0.5423,0.8958,0.5389,0.9323,0.7083,0.9344,4119,21,27,839,2672,43,5,2286,4633,34,14,325,,,
0.8254,0.3333,0.8302,0.5457,0.7917,0.5434,0.9203,0.625,0.9232,4116,16,32,842,2694,38,10,2264,4577,30,18,381,,,
0.817,0.3333,0.8217,0.5453,0.75,0.5434,0.9003,0.6667,0.9026,4074,16,32,884,2694,36,12,2264,4475,32,16,483,,,
0.8256,0.4375,0.8294,0.5406,0.8333,0.5377,0.9315,0.625,0.9344,4112,21,27,846,2666,40,8,2292,4633,30,18,325,,,
0.825,0.3333,0.8298,0.541,0.8125,0.5383,0.9215,0.5,0.9256,4114,16,32,844,2669,39,9,2289,4589,24,24,369,,,
0.8294,0.375,0.8338,0.5509,0.75,0.549,0.9207,0.6042,0.9238,4134,18,30,824,2722,36,12,2236,4580,29,19,378,,,
0.8206,0.3333,0.8253,0.5386,0.6458,0.5375,0.9285,0.6042,0.9316,4092,16,32,866,2665,31,17,2293,4619,29,19,339,,,
0.828,0.375,0.8324,0.5509,0.7708,0.5488,0.9317,0.6667,0.9342,4127,18,30,831,2721,37,11,2237,4632,32,16,326,,,
0.8184,0.4375,0.8221,0.5416,0.7083,0.5399,0.9303,0.6458,0.933,4076,21,27,882,2677,34,14,2281,4626,31,17,332,,,
0.8244,0.2917,0.8296,0.5587,0.7083,0.5573,0.9179,0.5625,0.9213,4113,14,34,845,2763,34,14,2195,4568,27,21,390,,,
0.8216,0.3958,0.8257,0.5461,0.7292,0.5444,0.9299,0.5,0.934,4094,19,29,864,2699,35,13,2259,4631,24,24,327,,,
0.8238,0.3333,0.8286,0.5479,0.7292,0.5462,0.9247,0.6458,0.9274,4108,16,32,850,2708,35,13,2250,4598,31,17,360,,,
0.8208,0.2292,0.8265,0.5447,0.625,0.544,0.9355,0.6042,0.9387,4098,11,37,860,2697,30,18,2261,4654,29,19,304,,,
0.816,0.5208,0.8189,0.5354,0.8125,0.5327,0.9147,0.5417,0.9183,4060,25,23,898,2641,39,9,2317,4553,26,22,405,,,
0.8208,0.375,0.8251,0.535,0.7708,0.5327,0.9255,0.7083,0.9276,4091,18,30,867,2641,37,11,2317,4599,34,14,359,,,
0.8244,0.3958,0.8286,0.5539,0.75,0.552,0.9151,0.5,0.9191,4108,19,29,850,2737,36,12,2221,4557,24,24,401,,,
0.82,0.3542,0.8245,0.5463,0.8542,0.5434,0.9323,0.6458,0.9351,4088,17,31,870,2694,41,7,2264,4636,31,17,322,,,
0.819,0.3125,0.8239,0.5491,0.6875,0.5478,0.9097,0.7083,0.9117,4085,15,33,873,2716,33,15,2242,4520,34,14,438,,,
0.8168,0.4167,0.8207,0.5372,0.7708,0.5349,0.9183,0.6042,0.9213,4069,20,28,889,2652,37,11,2306,4568,29,19,390,,,
0.8222,0.375,0.8265,0.5471,0.8125,0.5446,0.9163,0.5208,0.9201,4098,18,30,860,2700,39,9,2258,4562,25,23,396,,,
0.8242,0.2917,0.8294,0.5408,0.6875,0.5393,0.9195,0.5833,0.9228,4112,14,34,846,2674,33,15,2284,4575,28,20,383,,,
0.8188,0.3125,0.8237,0.5394,0.6458,0.5383,0.9439,0.5,0.9482,4084,15,33,874,2669,31,17,2289,4701,24,24,257,,,
0.8174,0.3125,0.8223,0.5533,0.7292,0.5516,0.9223,0.6458,0.925,4077,15,33,881,2735,35,13,2223,4586,31,17,372,,,
0.827,0.3542,0.8316,0.5473,0.7292,0.5456,0.9251,0.5625,0.9286,4123,17,31,835,2705,35,13,2253,4604,27,21,354,,,
0.8128,0.3542,0.8173,0.5461,0.7917,0.5438,0.9349,0.75,0.9367,4052,17,31,906,2696,38,10,2262,4644,36,12,314,,,
0.8198,0.3125,0.8247,0.5398,0.75,0.5377,0.9393,0.5208,0.9433,4089,15,33,869,2666,36,12,2292,4677,25,23,281,,,
0.8226,0.3542,0.8271,0.5537,0.8333,0.551,0.9429,0.5625,0.9466,4101,17,31,857,2732,40,8,2226,4693,27,21,265,,,
0.8248,0.375,0.8292,0.539,0.8125,0.5363,0.9141,0.6042,0.9171,4111,18,30,847,2659,39,9,2299,4547,29,19,411,,,
0.8244,0.3542,0.829,0.541,0.8125,0.5383,0.9279,0.75,0.9296,4110,17,31,848,2669,39,9,2289,4609,36,12,349,,,
0.8196,0.3542,0.8241,0.5412,0.8542,0.5381,0.9353,0.5833,0.9387,4086,17,31,872,2668,41,7,2290,4654,28,20,304,,,
0.8174,0.3958,0.8215,0.5394,0.7292,0.5375,0.9215,0.6042,0.9246,4073,19,29,885,2665,35,13,2293,4584,29,19,374,,,
0.8212,0.3333,0.8259,0.5344,0.8125,0.5317,0.9187,0.7292,0.9205,4095,16,32,863,2636,39,9,2322,4564,35,13,394,,,
0.8264,0.3125,0.8314,0.538,0.7708,0.5357,0.9305,0.5417,0.9342,4122,15,33,836,2656,37,11,2302,4632,26,22,326,,,
0.82,0.4167,0.8239,0.5473,0.8333,0.5446,0.9071,0.7292,0.9088,4085,20,28,873,2700,40,8,2258,4506,35,13,452,,,
0.8278,0.375,0.8322,0.5419,0.7917,0.5395,0.9375,0.625,0.9405,4126,18,30,832,2675,38,10,2283,4663,30,18,295,,,
0.829,0.2083,0.835,0.5322,0.7917,0.5296,0.9213,0.5625,0.9248,4140,10,38,818,2626,38,10,2332,4585,27,21,373,,,
0.8214,0.5,0.8245,0.5445,0.8542,0.5415,0.9291,0.6667,0.9316,4088,24,24,870,2685,41,7,2273,4619,32,16,339,,,
0.8218,0.3125,0.8267,0.5473,0.7083,0.5458,0.9229,0.75,0.9246,4099,15,33,859,2706,34,14,2252,4584,36,12,374,,,
0.8306,0.4167,0.8346,0.5425,0.8333,0.5397,0.9369,0.6042,0.9401,4138,20,28,820,2676,40,8,2282,4661,29,19,297,,,
0.8256,0.3958,0.8298,0.5471,0.7917,0.5448,0.9347,0.6667,0.9373,4114,19,29,844,2701,38,10,2257,4647,32,16,311,,,
0.8198,0.3125,0.8247,0.5414,0.7292,0.5395,0.9117,0.625,0.9145,4089,15,33,869,2675,35,13,2283,4534,30,18,424,,,
0.8244,0.4583,0.828,0.5577,0.7292,0.5561,0.9221,0.625,0.925,4105,22,26,853,2757,35,13,2201,4586,30,18,372,,,
0.8338,0.4375,0.8376,0.5515,0.6875,0.5502,0.9253,0.5417,0.929,4153,21,27,805,2728,33,15,2230,4606,26,22,352,,,
0.8244,0.3125,0.8294,0.5455,0.7917,0.5432,0.8997,0.625,0.9024,4112,15,33,846,2693,38,10,2265,4474,30,18,484,,,
0.818,0.375,0.8223,0.5352,0.7083,0.5335,0.9247,0.6667,0.9272,4077,18,30,881,2645,34,14,2313,4597,32,16,361,,,
0.8242,0.375,0.8286,0.539,0.8333,0.5361,0.9289,0.75,0.9306,4108,18,30,850,2658,40,8,2300,4614,36,12,344,,,
0.8232,0.2083,0.8292,0.5396,0.6875,0.5381,0.9337,0.5833,0.9371,4111,10,38,847,2668,33,15,2290,4646,28,20,312,,,
0.8238,0.3542,0.8284,0.5525,0.8542,0.5496,0.9351,0.6458,0.9379,4107,17,31,851,2725,41,7,2233,4650,31,17,308,,,
0.8236,0.2708,0.829,0.5509,0.6667,0.5498,0.9225,0.5417,0.9262,4110,13,35,848,2726,32,16,2232,4592,26,22,366,,,
0.818,0.375,0.8223,0.5453,0.75,0.5434,0.9411,0.6875,0.9435,4077,18,30,881,2694,36,12,2264,4678,33,15,280,,,
0.822,0.3542,0.8265,0.5483,0.7708,0.5462,0.9257,0.5833,0.929,4098,17,31,860,2708,37,11,2250,4606,28,20,352,,,
0.8216,0.2917,0.8267,0.5404,0.7708,0.5381,0.9461,0.7708,0.9478,4099,14,34,859,2668,37,11,2290,4699,37,11,259,,,
0.828,0.375,0.8324,0.5356,0.7708,0.5333,0.9175,0.625,0.9203,4127,18,30,831,2644,37,11,2314,4563,30,18,395,,,
0.8164,0.3542,0.8209,0.5378,0.75,0.5357,0.9163,0.625,0.9191,4070,17,31,888,2656,36,12,2302,4557,30,18,401,,,
0.8196,0.4167,0.8235,0.5499,0.8125,0.5474,0.9267,0.5417,0.9304,4083,20,28,875,2714,39,9,2244,4613,26,22,345,,,
0.8322,0.3958,0.8364,0.5633,0.8125,0.5609,0.9217,0.6042,0.9248,4147,19,29,811,2781,39,9,2177,4585,29,19,373,,,
0.8304,0.3542,0.835,0.5461,0.8542,0.5432,0.9183,0.5833,0.9215,4140,17,31,818,2693,41,7,2265,4569,28,20,389,,,
0.8256,0.3542,0.8302,0.5384,0.7708,0.5361,0.8937,0.6458,0.8961,4116,17,31,842,2658,37,11,2300,4443,31,17,515,,,
0.8256,0.375,0.83,0.5437,0.7708,0.5415,0.9249,0.5833,0.9282,4115,18,30,843,2685,37,11,2273,4602,28,20,356,,,
0.8172,0.2917,0.8223,0.5429,0.7708,0.5407,0.9133,0.625,0.9161,4077,14,34,881,2681,37,11,2277,4542,30,18,416,,,
0.8252,0.25,0.8308,0.5398,0.7708,0.5375,0.9335,0.4583,0.9381,4119,12,36,839,2665,37,11,2293,4651,22,26,307,,,
0.817,0.3958,0.8211,0.5491,0.8333,0.5464,0.9327,0.5,0.9369,4071,19,29,887,2709,40,8,2249,4645,24,24,313,,,
0.8222,0.2917,0.8273,0.5404,0.6875,0.5389,0.9259,0.4792,0.9302,4102,14,34,856,2672,33,15,2286,4612,23,25,346,,,
0.8262,0.4167,0.8302,0.5324,0.7917,0.5299,0.8935,0.7292,0.8951,4116,20,28,842,2627,38,10,2331,4438,35,13,520,,,
0.824,0.3333,0.8288,0.5429,0.75,0.5409,0.9303,0.6042,0.9334,4109,16,32,849,2682,36,12,2276,4628,29,19,330,,,
0.8206,0.3542,0.8251,0.5473,0.7292,0.5456,0.9265,0.6042,0.9296,4091,17,31,867,2705,35,13,2253,4609,29,19,349,,,
0.8142,0.3542,0.8187,0.536,0.7083,0.5343,0.9119,0.5417,0.9155,4059,17,31,899,2649,34,14,2309,4539,26,22,419,,,
0.8246,0.4792,0.828,0.5417,0.8958,0.5383,0.9243,0.6667,0.9268,4105,23,25,853,2669,43,5,2289,4595,32,16,363,,,
0.8226,0.4375,0.8263,0.5423,0.7083,0.5407,0.9363,0.5625,0.9399,4097,21,27,861,2681,34,14,2277,4660,27,21,298,,,
0.8234,0.4792,0.8267,0.5406,0.7917,0.5381,0.9351,0.6042,0.9383,4099,23,25,859,2668,38,10,2290,4652,29,19,306,,,
