Accuracy_SIFT,Precision_SIFT,Recall_SIFT,F1_SIFT,APS_SIFT,AUC_SIFT,Accuracy_POLYPHEN,Precision_POLYPHEN,Recall_POLYPHEN,F1_POLYPHEN,APS_POLYPHEN,AUC_POLYPHEN,Accuracy_CADD,Precision_CADD,Recall_CADD,F1_CADD,APS_CADD,AUC_CADD,Accuracy_VC10B,Precision_VC10B,Recall_VC10B,F1_VC10B,APS_VC10B,AUC_VC10B,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_CADD,TN_CADD,FP_CADD,FN_CADD,TP_VC10B,TN_VC10B,FP_VC10B,FN_VC10B
0.816,0.0174,0.3333,0.0331,0.012062729256331721,0.5769459298871062,0.5409,0.0148,0.7292,0.029,0.013355275770293395,0.634141661715191,0.8513,0.0341,0.5417,0.0642,0.022798329211202926,0.6979476133887899,0.9908,0.5333,0.1667,0.254,0.09673664246942645,0.5826401267577739,16,4143,906,32,35,2722,2327,13,26,4313,736,22,8,5042,7,40
0.8181,0.0279,0.5417,0.0531,0.019443367942263798,0.6812116260645672,0.5462,0.0166,0.8125,0.0325,0.015290072340512119,0.6780860071301248,0.8503,0.0399,0.6458,0.0752,0.029102133538566735,0.7490406516141811,0.99,0.3846,0.1042,0.164,0.048500437663180455,0.5512910972469796,26,4144,905,22,39,2745,2304,9,31,4303,746,17,5,5041,8,43
0.817,0.0257,0.5,0.0489,0.017570388482727687,0.6599821746880571,0.5399,0.0168,0.8333,0.0329,0.01559282935865414,0.6852346999405824,0.8454,0.0432,0.7292,0.0816,0.03405772155976525,0.7878354624678153,0.9874,0.1,0.0417,0.0589,0.013191583284284873,0.5190508021390374,24,4140,909,24,40,2712,2337,8,35,4274,775,13,2,5031,18,46
0.8168,0.0195,0.375,0.0371,0.01320685640015372,0.5979773222420282,0.5415,0.0157,0.7708,0.0308,0.014227888194585765,0.6550740245593187,0.8434,0.037,0.625,0.0699,0.026679637259390054,0.735256981580511,0.991,0.5625,0.1875,0.2812,0.11312030974102413,0.5930567934244405,18,4145,904,30,37,2723,2326,11,30,4269,780,18,9,5042,7,39
0.8162,0.0215,0.4167,0.0409,0.01446364637971681,0.6183155080213903,0.5474,0.0154,0.75,0.0302,0.013937337657172855,0.6477272727272727,0.8511,0.0377,0.6042,0.071,0.02651160145964134,0.7288014953456129,0.9912,0.6364,0.1458,0.2372,0.10084697772308131,0.5725205486234898,20,4140,909,28,36,2754,2295,12,29,4309,740,19,7,5045,4,41
0.8201,0.0241,0.4583,0.0458,0.01614521653417673,0.6409313725490196,0.5399,0.0164,0.8125,0.0322,0.015107849818778848,0.6749170627847099,0.8521,0.0439,0.7083,0.0827,0.03386213149651287,0.7808848286789463,0.9916,0.6667,0.2083,0.3174,0.14634425479039959,0.6036715191126956,22,4158,891,26,39,2713,2336,9,34,4309,740,14,10,5044,5,38
0.8217,0.0254,0.4792,0.0482,0.017055709640904707,0.6520412457912459,0.5356,0.0175,0.875,0.0343,0.016470546307991996,0.7036913250148544,0.8493,0.0455,0.75,0.0858,0.03644523516507036,0.8001336898395722,0.9886,0.1875,0.0625,0.0938,0.020547472778104765,0.5299626163596751,23,4165,884,25,42,2688,2361,6,36,4293,756,12,3,5036,13,45
0.8224,0.0255,0.4792,0.0484,0.01710953406461708,0.6524373638344227,0.5366,0.0167,0.8333,0.0327,0.015493248850331962,0.6835511982570806,0.8529,0.0453,0.7292,0.0853,0.03560859417965053,0.7915985838779956,0.9914,0.625,0.2083,0.3125,0.13766369923484403,0.6035724896019014,23,4169,880,25,40,2695,2354,8,35,4312,737,13,10,5043,6,38
0.823,0.0202,0.375,0.0383,0.013470084848324525,0.6011462665874431,0.5376,0.0159,0.7917,0.0312,0.014575495348313986,0.6634110714993067,0.856,0.0427,0.6667,0.0803,0.03158354587665947,0.7622301445830857,0.9904,0.4545,0.1042,0.1695,0.055784819947562736,0.5514891562685681,18,4177,872,30,38,2702,2347,10,32,4331,718,16,5,5043,6,43
0.8195,0.024,0.4583,0.0456,0.016109045649765723,0.6406342840166369,0.5391,0.0152,0.75,0.0298,0.013732328602606278,0.6435680332739157,0.8509,0.0377,0.6042,0.071,0.026482011955084348,0.7287024658348187,0.9904,0.4615,0.125,0.1967,0.06593244895187214,0.5618067934244405,22,4155,894,26,36,2712,2337,12,29,4308,741,19,6,5042,7,42
0.8201,0.022,0.4167,0.0418,0.014661010931385467,0.6202960982372747,0.5399,0.0152,0.75,0.0298,0.013751540088513318,0.6439641513170925,0.8525,0.0393,0.625,0.074,0.028073373927995835,0.739812339077045,0.991,0.5556,0.2083,0.303,0.12319610664225145,0.6033744305803128,20,4160,889,28,36,2716,2333,12,30,4315,734,18,10,5041,8,38
0.815,0.0255,0.5,0.0485,0.017433996793073336,0.6589918795801148,0.5386,0.0147,0.7292,0.0288,0.0133006603236719,0.6329533075856606,0.8464,0.0377,0.625,0.0711,0.027116394771619264,0.7367424242424243,0.9894,0.3846,0.2083,0.2702,0.08758357102971583,0.6025821944939592,24,4130,919,24,35,2710,2339,13,30,4284,765,18,10,5033,16,38
0.816,0.0276,0.5417,0.0525,0.019266724483449946,0.6801223014458307,0.5411,0.0173,0.8542,0.0339,0.016131398736405844,0.69614651416122,0.8491,0.0442,0.7292,0.0833,0.03481453171308474,0.7897170231729055,0.9878,0.2308,0.125,0.1622,0.0370862951057183,0.5605194097841157,26,4133,916,22,41,2717,2332,7,35,4293,756,13,6,5029,20,42
0.8179,0.0269,0.5208,0.0512,0.018513354366156774,0.6707949593979007,0.5389,0.0152,0.75,0.0298,0.013727535846697076,0.6434690037631214,0.8505,0.0376,0.6042,0.0708,0.02642306291621303,0.7285044068132303,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,25,4144,905,23,36,2711,2338,12,29,4306,743,19,5,5042,7,43
0.8221,0.0265,0.5,0.0503,0.017939082137297183,0.6625569419687066,0.5354,0.0167,0.8333,0.0327,0.015458439604996405,0.6829570211923154,0.8438,0.0383,0.6458,0.0723,0.028052373461028884,0.745772677757972,0.99,0.4286,0.1875,0.2609,0.08800870259816698,0.5925616458704694,24,4166,883,24,40,2689,2360,8,31,4270,779,17,9,5037,12,39
0.8138,0.0233,0.4583,0.0443,0.01577123383087676,0.6377624282036046,0.5417,0.0165,0.8125,0.0323,0.015158601698478097,0.6758083283818578,0.8395,0.0373,0.6458,0.0705,0.027398796874292572,0.7435940285204992,0.9916,0.7273,0.1667,0.2712,0.1290598747926588,0.5830362448009507,22,4126,923,26,39,2722,2327,9,31,4248,801,17,8,5046,3,40
0.8128,0.0201,0.3958,0.0383,0.013656605809166575,0.6063143691820162,0.5403,0.016,0.7917,0.0314,0.014649974385574433,0.6647974846504258,0.8503,0.0351,0.5625,0.0661,0.02386974553225297,0.7077701029906912,0.9888,0.1538,0.0417,0.0656,0.015435173027874617,0.519744008714597,19,4124,925,29,38,2716,2333,10,27,4307,742,21,2,5038,11,46
0.8273,0.0218,0.3958,0.0413,0.01433425736121541,0.6136425529807882,0.5409,0.0144,0.7083,0.0282,0.012951516013075155,0.6238240245593187,0.8407,0.0341,0.5833,0.0644,0.023842575977260656,0.7132352941176472,0.9912,0.6364,0.1458,0.2372,0.10084697772308131,0.5725205486234898,19,4198,851,29,34,2723,2326,14,28,4257,792,20,7,5045,4,41
0.8201,0.0241,0.4583,0.0458,0.01614521653417673,0.6409313725490196,0.5378,0.0155,0.7708,0.0304,0.014131613902713884,0.6531924638542286,0.8513,0.0378,0.6042,0.0711,0.026541268020199786,0.728900524856407,0.99,0.3333,0.0625,0.1053,0.0296620561114381,0.5306558229352347,22,4158,891,26,37,2704,2345,11,29,4310,739,19,3,5043,6,45
0.825,0.0237,0.4375,0.045,0.015666872493047962,0.6330894731630026,0.5386,0.0156,0.7708,0.0306,0.014151754326041158,0.6535885818974055,0.8425,0.0379,0.6458,0.0716,0.027840599229296808,0.7450794711824125,0.9904,0.4444,0.0833,0.1403,0.045669565975628365,0.5411715191126956,21,4184,865,27,37,2708,2341,11,31,4263,786,17,4,5044,5,44
0.8124,0.0211,0.4167,0.0402,0.014283863512002178,0.6164339473163003,0.535,0.015,0.75,0.0294,0.013632521562883075,0.6414884135472371,0.8423,0.0345,0.5833,0.0651,0.024038819319004416,0.7140275302040009,0.9894,0.3125,0.1042,0.1563,0.040988418432411224,0.550994008714597,20,4121,928,28,36,2691,2358,12,28,4265,784,20,5,5038,11,43
0.8207,0.0252,0.4792,0.0479,0.016989093063859373,0.6515460982372747,0.5474,0.0142,0.6875,0.0278,0.012700972108830621,0.6167743612596553,0.8513,0.0366,0.5833,0.0689,0.025246766259372354,0.7185828877005348,0.9912,0.5882,0.2083,0.3077,0.13000438550935384,0.6034734600911071,23,4160,889,25,33,2757,2292,15,28,4311,738,20,10,5042,7,38
0.813,0.0181,0.3542,0.0344,0.012493972106208772,0.5857781243810656,0.5336,0.015,0.75,0.0294,0.013599640526472808,0.6407952069716776,0.8479,0.0416,0.6875,0.0785,0.03155261755487057,0.7684875717963953,0.9904,0.4,0.0417,0.0755,0.025691583284284874,0.5205362448009507,17,4127,922,31,36,2684,2365,12,33,4289,760,15,2,5046,3,46
0.8179,0.0238,0.4583,0.0453,0.016013738240047835,0.6398420479302832,0.5325,0.0158,0.7917,0.031,0.014439471922025032,0.6608363042186571,0.8525,0.0429,0.6875,0.0808,0.032407193306987304,0.7707652505446623,0.9918,0.7143,0.2083,0.3225,0.1562648897110345,0.6037705486234898,22,4147,902,26,38,2676,2373,10,33,4312,737,15,10,5045,4,38
0.8275,0.0273,0.5,0.0518,0.018360529281428346,0.6653297682709448,0.5458,0.015,0.7292,0.0294,0.013470859380227272,0.6366173994850465,0.8476,0.0404,0.6667,0.0762,0.030041161121159964,0.7579718756189344,0.9916,0.6667,0.2083,0.3174,0.14634425479039959,0.6036715191126956,24,4194,855,24,35,2747,2302,13,32,4288,761,16,10,5044,5,38
0.8232,0.0235,0.4375,0.0446,0.01556259679535448,0.6321982075658547,0.5362,0.0171,0.8542,0.0335,0.01597754091885151,0.6936707763913645,0.8472,0.0437,0.7292,0.0825,0.03441173506140671,0.7887267280649634,0.9882,0.125,0.0417,0.0625,0.01423324995095154,0.5194469201822143,21,4175,874,27,41,2692,2357,7,35,4283,766,13,2,5035,14,46
0.8193,0.0209,0.3958,0.0397,0.01394520129466398,0.6095823430382253,0.5384,0.0151,0.75,0.0296,0.01371318177462404,0.6431719152307388,0.8413,0.0365,0.625,0.069,0.0263694915472955,0.7341676569617746,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,19,4157,892,29,36,2708,2341,12,30,4258,791,18,7,5042,7,41
0.8221,0.0285,0.5417,0.0542,0.019775466811044657,0.6831922162804516,0.5513,0.0164,0.7917,0.0321,0.01495689879830214,0.670343137254902,0.8523,0.0416,0.6667,0.0783,0.030880757262297387,0.7603485838779956,0.9904,0.4286,0.0625,0.1091,0.03561443706381905,0.5308538819568231,26,4164,885,22,38,2772,2277,10,32,4312,737,16,3,5045,4,45
0.8181,0.0259,0.5,0.0492,0.017653635967092768,0.6605763517528225,0.5331,0.017,0.8542,0.0333,0.01588074433862114,0.6920863042186571,0.8497,0.0444,0.7292,0.0837,0.034937364245315995,0.7900141117052881,0.991,0.5714,0.1667,0.2581,0.10308584881863281,0.5827391562685681,24,4146,903,24,41,2676,2373,7,35,4296,753,13,8,5043,6,40
0.8256,0.027,0.5,0.0512,0.018206964859233676,0.6643394731630026,0.5417,0.0181,0.8958,0.0355,0.01720709949804459,0.7170788770053477,0.8503,0.0457,0.75,0.0862,0.03666182289754119,0.8006288373935433,0.9892,0.36,0.1875,0.2466,0.07515155974102414,0.5921655278272925,24,4184,865,24,43,2718,2331,5,36,4298,751,12,9,5033,16,39
0.8179,0.0207,0.3958,0.0393,0.013882250249302956,0.6088891364626658,0.5405,0.0156,0.7708,0.0306,0.014202403067981165,0.6545788770053477,0.8442,0.0395,0.6667,0.0746,0.02947654999188581,0.7562883739354327,0.9914,0.625,0.2083,0.3125,0.13766369923484403,0.6035724896019014,19,4150,899,29,37,2718,2331,11,32,4271,778,16,10,5043,6,38
0.8185,0.0229,0.4375,0.0435,0.01529451331865829,0.6298214993067934,0.5427,0.0161,0.7917,0.0316,0.014714517171452043,0.6659858387799563,0.8489,0.0419,0.6875,0.079,0.03173415124752393,0.7689827193503664,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,21,4151,898,27,38,2728,2321,10,33,4294,755,15,5,5042,7,43
0.8175,0.0196,0.375,0.0373,0.013238756361873766,0.598373440285205,0.5454,0.0174,0.8542,0.0341,0.0162695003616359,0.6983251633986929,0.8525,0.0464,0.75,0.0874,0.03714814050715096,0.8017181620122796,0.9888,0.2857,0.125,0.1739,0.04395442697385016,0.5610145573380867,18,4149,900,30,41,2739,2310,7,36,4309,740,12,6,5034,15,42
0.8189,0.0198,0.375,0.0376,0.013295255361034352,0.5990666468607645,0.5411,0.0161,0.7917,0.0316,0.01467141593350927,0.6651936026936027,0.845,0.0408,0.6875,0.077,0.03102149670161248,0.7670021291344821,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,18,4156,893,30,38,2720,2329,10,33,4274,775,15,6,5041,8,42
0.8244,0.0268,0.5,0.0509,0.01811647337737282,0.6637452960982373,0.5476,0.015,0.7292,0.0294,0.013513077187443323,0.6375086650821944,0.8517,0.0403,0.6458,0.0759,0.029336377522810722,0.7497338581897406,0.9898,0.3889,0.1458,0.2121,0.06475691038301397,0.5718273420479302,24,4178,871,24,35,2756,2293,13,31,4310,739,17,7,5038,11,41
0.8183,0.0249,0.4792,0.0473,0.016832154790144785,0.6503577441077442,0.5389,0.016,0.7917,0.0314,0.014612625246830498,0.6641042780748663,0.8513,0.039,0.625,0.0734,0.02788213846189126,0.7392181620122796,0.989,0.3333,0.1667,0.2222,0.06340330913609313,0.5817488611606259,23,4148,901,25,38,2709,2340,10,30,4309,740,18,8,5033,16,40
0.8222,0.0275,0.5208,0.0522,0.018852583125255507,0.6729736086353735,0.5393,0.0156,0.7708,0.0306,0.014171962619371224,0.6539846999405824,0.8389,0.0349,0.6042,0.066,0.024811718249592087,0.7226616656763715,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,25,4166,883,23,37,2712,2337,11,29,4247,802,19,6,5041,8,42
0.823,0.0277,0.5208,0.0526,0.018916035004974296,0.6733697266785503,0.5476,0.0167,0.8125,0.0327,0.01533059900767575,0.6787792137056843,0.8476,0.0427,0.7083,0.0805,0.03296419597819861,0.7786071499306795,0.9904,0.4737,0.1875,0.2687,0.09646734921470834,0.5927597048920578,25,4170,879,23,39,2752,2297,9,34,4286,763,14,9,5039,10,39
0.8213,0.0294,0.5625,0.0559,0.020682229844613195,0.6931137353931471,0.5352,0.0163,0.8125,0.032,0.014974373150868973,0.6725403545256486,0.8489,0.0442,0.7292,0.0833,0.034773794324449124,0.7896179936621113,0.9892,0.2941,0.1042,0.1539,0.039073590001038674,0.5508949792038028,27,4159,890,21,39,2689,2360,9,35,4292,757,13,5,5037,12,43
0.8203,0.0188,0.3542,0.0357,0.012756990547459116,0.5894422162804516,0.5462,0.0154,0.75,0.0302,0.013907599501632388,0.6471330956625074,0.8481,0.037,0.6042,0.0697,0.026075684651435616,0.7273160526836997,0.99,0.4118,0.1458,0.2154,0.06809296702789415,0.5719263715587245,17,4164,885,31,36,2748,2301,12,29,4294,755,19,7,5039,10,41
0.8258,0.0238,0.4375,0.0451,0.015713900333529526,0.6334855912061794,0.5413,0.0165,0.8125,0.0323,0.01514729016372906,0.6756102693602694,0.8481,0.0417,0.6875,0.0786,0.03158874092603492,0.7685866013071896,0.9906,0.5,0.1667,0.25,0.0911810869138709,0.5825410972469797,21,4188,861,27,39,2720,2329,9,33,4290,759,15,8,5041,8,40
0.8197,0.0261,0.5,0.0496,0.01776632353025943,0.6613685878391762,0.5352,0.0159,0.7917,0.0312,0.014512348630150385,0.6622227173697761,0.8464,0.0389,0.6458,0.0734,0.028455537848056368,0.7470600613982968,0.99,0.4211,0.1667,0.2388,0.0780231921770288,0.5822440087145969,24,4154,895,24,38,2690,2359,10,31,4283,766,17,8,5038,11,40
0.8146,0.0234,0.4583,0.0445,0.015816590659797174,0.6381585462467815,0.5405,0.0156,0.7708,0.0306,0.014202403067981165,0.6545788770053477,0.8391,0.0405,0.7083,0.0766,0.03141734867382307,0.7743488809665281,0.9912,0.7143,0.1042,0.1819,0.08284109700383979,0.5518852743117449,22,4130,919,26,37,2718,2331,11,34,4243,806,14,5,5047,2,43
0.8248,0.0247,0.4583,0.0469,0.016443372035823363,0.6433080808080808,0.5507,0.016,0.7708,0.0313,0.014472827110871205,0.659728411566647,0.8572,0.0467,0.7292,0.0878,0.03657829769145249,0.7937772331154683,0.9894,0.3125,0.1042,0.1563,0.040988418432411224,0.550994008714597,22,4182,867,26,37,2770,2279,11,35,4334,715,13,5,5038,11,43
0.8205,0.0262,0.5,0.0498,0.017823406246683198,0.6617647058823529,0.5395,0.0164,0.8125,0.0322,0.015096623815191843,0.6747190037631214,0.8456,0.0399,0.6667,0.0753,0.029706141697885432,0.7569815805109922,0.9916,0.6923,0.1875,0.2951,0.13745925204871642,0.5933538819568231,24,4158,891,24,39,2711,2338,9,32,4278,771,16,9,5045,4,39
0.8162,0.0236,0.4583,0.0449,0.015908471052787077,0.6389507823331352,0.5358,0.0159,0.7917,0.0312,0.01452807596127196,0.6625198059021588,0.8472,0.0379,0.625,0.0715,0.027235661045502336,0.737138542285601,0.99,0.3846,0.1042,0.164,0.048500437663180455,0.5512910972469796,22,4138,911,26,38,2693,2356,10,30,4288,761,18,5,5041,8,43
0.8226,0.0244,0.4583,0.0463,0.016304743531053125,0.6422187561893443,0.5425,0.0161,0.7917,0.0316,0.01470911353637733,0.6658868092691621,0.8448,0.0374,0.625,0.0706,0.02688142684474128,0.7359501881560705,0.9912,0.6154,0.1667,0.2623,0.11041185614464014,0.5828381857793623,22,4171,878,26,38,2727,2322,10,30,4276,773,18,8,5044,5,40
0.8232,0.0245,0.4583,0.0465,0.016342214112001964,0.6425158447217271,0.5268,0.0144,0.7292,0.0282,0.0130356609709193,0.6270115369380076,0.846,0.0365,0.6042,0.0688,0.025766467017841296,0.7262267280649634,0.9904,0.4706,0.1667,0.2462,0.08627912612955718,0.5824420677361855,22,4174,875,26,35,2650,2399,13,29,4283,766,19,8,5040,9,40
0.8195,0.0198,0.375,0.0376,0.013319735890248994,0.599363735393147,0.5395,0.0152,0.75,0.0298,0.013741926242866458,0.6437660922955042,0.8448,0.0385,0.6458,0.0727,0.028205895685807142,0.746267825311943,0.9908,0.5455,0.125,0.2034,0.07642195944138262,0.5620048524460289,18,4159,890,30,36,2714,2335,12,31,4275,774,17,6,5044,5,42
0.8264,0.026,0.4792,0.0493,0.017385970940648365,0.654417954050307,0.5519,0.016,0.7708,0.0313,0.014504813331328928,0.6603225886314121,0.8478,0.0392,0.6458,0.0739,0.02867812227594788,0.7477532679738562,0.9912,0.6,0.1875,0.2857,0.12015155974102412,0.5931558229352347,23,4189,860,25,37,2776,2273,11,31,4290,759,17,9,5043,6,39
0.8268,0.025,0.4583,0.0474,0.016572408807250825,0.6442983759160229,0.5423,0.0144,0.7083,0.0282,0.012981874540835124,0.6245172311348782,0.8454,0.0363,0.6042,0.0685,0.025683614446160522,0.7259296395325806,0.9898,0.3333,0.0833,0.1333,0.036410306716369106,0.5408744305803128,22,4192,857,26,34,2730,2319,14,29,4280,769,19,4,5041,8,44
0.8246,0.0279,0.5208,0.053,0.019044638368332915,0.674161962764904,0.5431,0.0186,0.9167,0.0365,0.017810243206653732,0.7280897207367795,0.8521,0.0486,0.7917,0.0916,0.0404316741155095,0.822155377302436,0.9902,0.3333,0.0417,0.0741,0.022913805506507096,0.5204372152901565,25,4178,871,23,44,2724,2325,4,38,4305,744,10,2,5045,4,46
0.8201,0.0282,0.5417,0.0536,0.01960761445119939,0.6822019211725093,0.5364,0.0171,0.8542,0.0335,0.01598363361140147,0.6937698059021588,0.844,0.0417,0.7083,0.0788,0.032296816002676906,0.7768246187363835,0.9896,0.3077,0.0833,0.1311,0.03427355457961696,0.5407754010695186,26,4154,895,22,41,2693,2356,7,34,4268,781,14,4,5040,9,44
0.8234,0.0203,0.375,0.0385,0.01348716653675453,0.6013443256090315,0.5433,0.0153,0.75,0.03,0.013833917910895964,0.6456476530005941,0.8476,0.0368,0.6042,0.0694,0.025990495318396173,0.727018964151317,0.9892,0.2308,0.0625,0.0984,0.023251799701181693,0.5302597048920578,18,4179,870,30,36,2733,2316,12,29,4291,758,19,3,5039,10,45
0.815,0.0224,0.4375,0.0426,0.015102463122572572,0.6280389681124976,0.5452,0.017,0.8333,0.0333,0.015753947879228083,0.6879084967320263,0.8417,0.0389,0.6667,0.0735,0.02906052711062734,0.7550009902951078,0.9906,0.5,0.1042,0.1725,0.060519668432411224,0.5515881857793623,21,4133,916,27,40,2739,2310,8,32,4258,791,16,5,5044,5,43
0.8171,0.0247,0.4792,0.047,0.01675520441077505,0.6497635670429788,0.5464,0.0171,0.8333,0.0335,0.015790256063092725,0.6885026737967915,0.8517,0.0403,0.6458,0.0759,0.029336377522810722,0.7497338581897406,0.9908,0.5455,0.125,0.2034,0.07642195944138262,0.5620048524460289,23,4142,907,25,40,2745,2304,8,31,4310,739,17,6,5044,5,42
0.8193,0.0198,0.375,0.0376,0.013311557759660603,0.5992647058823529,0.5374,0.0159,0.7917,0.0312,0.014570208861745176,0.6633120419885126,0.8509,0.0401,0.6458,0.0755,0.02920200500471727,0.7493377401465637,0.9902,0.45,0.1875,0.2647,0.09202655974102414,0.5926606753812635,18,4158,891,30,38,2701,2348,10,31,4306,743,17,9,5038,11,39
0.8175,0.0268,0.5208,0.051,0.018483309524831994,0.6705969003763121,0.5486,0.0167,0.8125,0.0327,0.015359695649572047,0.6792743612596552,0.8446,0.0396,0.6667,0.0748,0.029541741696241432,0.7564864329570211,0.9908,0.5714,0.0833,0.1454,0.056251576557638946,0.541369578134284,25,4142,907,23,39,2757,2292,9,32,4273,776,16,4,5046,3,44
0.814,0.0293,0.5833,0.0558,0.021008953498776455,0.6997672806496337,0.544,0.0178,0.875,0.0349,0.01674919693538572,0.7079495939790057,0.8519,0.0439,0.7083,0.0827,0.03382198257039245,0.7807857991681522,0.9888,0.2353,0.0833,0.123,0.02824037207584623,0.5403792830263419,28,4121,928,20,42,2731,2318,6,34,4308,741,14,4,5036,13,44
0.8189,0.0229,0.4375,0.0435,0.015316317636328508,0.6300195583283819,0.5458,0.0166,0.8125,0.0325,0.015278537732593236,0.6778879481085364,0.8505,0.0446,0.7292,0.0841,0.03510260324700805,0.790410229748465,0.989,0.2143,0.0625,0.0968,0.02222157992096191,0.5301606753812635,21,4153,896,27,39,2743,2306,9,35,4300,749,13,3,5038,11,45
0.8224,0.0265,0.5,0.0503,0.017968320656609835,0.662755000990295,0.5407,0.0156,0.7708,0.0306,0.014207491479824568,0.6546779065161419,0.8464,0.0377,0.625,0.0711,0.027116394771619264,0.7367424242424243,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,24,4168,881,24,37,2719,2330,11,30,4284,765,18,6,5043,6,42
0.8189,0.0198,0.375,0.0376,0.013295255361034352,0.5990666468607645,0.5403,0.0164,0.8125,0.0322,0.015119094745254328,0.6751151218062983,0.8438,0.0405,0.6875,0.0765,0.030814529214323212,0.7664079520697168,0.9922,1.0,0.1667,0.2858,0.17451442024720423,0.5833333333333334,18,4156,893,30,39,2715,2334,9,33,4268,781,15,8,5049,0,40
0.826,0.0228,0.4167,0.0432,0.014973897737699773,0.6232669835611012,0.5482,0.0155,0.75,0.0304,0.013957248291608628,0.6481233907704496,0.8448,0.0374,0.625,0.0706,0.02688142684474128,0.7359501881560705,0.9906,0.5,0.1667,0.25,0.0911810869138709,0.5825410972469797,20,4190,859,28,36,2758,2291,12,30,4276,773,18,8,5041,8,40
0.8211,0.0253,0.4792,0.0481,0.017015651848641844,0.6517441572588631,0.5448,0.0182,0.8958,0.0357,0.017317200467004575,0.7186633491780552,0.8536,0.0491,0.7917,0.0925,0.04082929412295524,0.8229476133887899,0.991,0.625,0.1042,0.1786,0.07354050176574456,0.5517862448009507,23,4162,887,25,43,2734,2315,5,38,4313,736,10,5,5046,3,43
0.824,0.0246,0.4583,0.0467,0.016392566516412504,0.6429119627649039,0.5311,0.0145,0.7292,0.0284,0.013131296585869291,0.6291901861754803,0.8415,0.0332,0.5625,0.0627,0.02277793303764463,0.7033137750049514,0.9896,0.3333,0.1042,0.1588,0.04315855732130011,0.5510930382253911,22,4178,871,26,35,2672,2377,13,27,4262,787,21,5,5039,10,43
0.8191,0.0198,0.375,0.0376,0.013303397602985595,0.5991656763715587,0.5456,0.0162,0.7917,0.0318,0.014796124970788544,0.6674712814418697,0.8479,0.0405,0.6667,0.0764,0.03010918149964023,0.7581699346405228,0.991,0.6,0.125,0.2069,0.08324014125956444,0.5621038819568231,18,4157,892,30,38,2743,2306,10,32,4290,759,16,6,5045,4,42
