Accuracy_SIFT,Precision_SIFT,Recall_SIFT,F1_SIFT,APS_SIFT,AUC_SIFT,Accuracy_POLYPHEN,Precision_POLYPHEN,Recall_POLYPHEN,F1_POLYPHEN,APS_POLYPHEN,AUC_POLYPHEN,Accuracy_CADD,Precision_CADD,Recall_CADD,F1_CADD,APS_CADD,AUC_CADD,Accuracy_VC10B,Precision_VC10B,Recall_VC10B,F1_VC10B,APS_VC10B,AUC_VC10B,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_CADD,TN_CADD,FP_CADD,FN_CADD,TP_VC10B,TN_VC10B,FP_VC10B,FN_VC10B
0.8175,0.0217,0.4167,0.0413,0.014531749993722648,0.61900871459695,0.5372,0.0159,0.7917,0.0312,0.014564926804574416,0.6632130124777182,0.8505,0.0411,0.6667,0.0774,0.030559838364520083,0.7594573182808476,0.9894,0.3333,0.125,0.1818,0.04990680792623112,0.5613116458704694,20,4147,902,28,38,2700,2349,10,32,4303,746,16,6,5037,12,42
0.8219,0.0275,0.5208,0.0522,0.018821066367417164,0.672775549613785,0.5391,0.0176,0.875,0.0345,0.016585968068527177,0.7054738562091503,0.846,0.0422,0.7083,0.0797,0.0326638980181985,0.7778149138443257,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,25,4164,885,23,42,2706,2343,6,34,4278,771,14,6,5043,6,42
0.8222,0.0223,0.4167,0.0423,0.014773308723896716,0.6213854228560111,0.5358,0.0151,0.75,0.0296,0.013651397203868383,0.6418845315904138,0.8472,0.0379,0.625,0.0715,0.027235661045502336,0.737138542285601,0.9896,0.3333,0.1042,0.1588,0.04315855732130011,0.5510930382253911,20,4171,878,28,36,2695,2354,12,30,4288,761,18,5,5039,10,43
0.8224,0.0244,0.4583,0.0463,0.016292308787763776,0.6421197266785502,0.5407,0.0164,0.8125,0.0322,0.015130358642504125,0.6753131808278867,0.8532,0.0431,0.6875,0.0811,0.032561053806800806,0.7711613685878392,0.9898,0.3,0.0625,0.1034,0.027578722778104768,0.5305567934244405,22,4170,879,26,39,2717,2332,9,33,4316,733,15,3,5042,7,45
0.823,0.0202,0.375,0.0383,0.013470084848324525,0.6011462665874431,0.5429,0.0157,0.7708,0.0308,0.014263749099390332,0.6557672311348782,0.8481,0.044,0.7292,0.083,0.03461186832238493,0.7892218756189344,0.991,0.6,0.125,0.2069,0.08324014125956444,0.5621038819568231,18,4177,872,30,37,2730,2319,11,35,4288,761,13,6,5045,4,42
0.8232,0.0256,0.4792,0.0486,0.017163837459841916,0.6528334818775995,0.5446,0.0162,0.7917,0.0318,0.014768806565987239,0.6669761338878986,0.8483,0.037,0.6042,0.0697,0.026104226160631887,0.727415082194494,0.9908,0.5556,0.1042,0.1755,0.06630670546944827,0.5516872152901565,23,4173,876,25,38,2738,2311,10,29,4295,754,19,5,5045,4,43
0.8207,0.0221,0.4167,0.042,0.01469136716789212,0.6205931867696574,0.5468,0.0167,0.8125,0.0327,0.01530741122228762,0.6783830956625074,0.8497,0.0444,0.7292,0.0837,0.034937364245315995,0.7900141117052881,0.991,0.5625,0.1875,0.2812,0.11312030974102413,0.5930567934244405,20,4163,886,28,39,2748,2301,9,35,4296,753,13,9,5042,7,39
0.8236,0.0277,0.5208,0.0526,0.018963993639922683,0.6736668152109329,0.5391,0.0172,0.8542,0.0337,0.016069468220838025,0.6951562190532778,0.8507,0.0459,0.75,0.0865,0.03674923053276,0.8008268964151317,0.9908,0.5385,0.1458,0.2295,0.08656958844569203,0.5723224896019014,25,4173,876,23,41,2707,2342,7,36,4300,749,12,7,5043,6,41
0.8266,0.0261,0.4792,0.0495,0.01740012187596901,0.6545169835611012,0.545,0.0162,0.7917,0.0318,0.014779719960252985,0.667174192909487,0.8519,0.0427,0.6875,0.0804,0.032292842909648546,0.7704681620122796,0.9904,0.4667,0.1458,0.2222,0.07609950297560657,0.5721244305803129,23,4190,859,25,38,2740,2309,10,33,4309,740,15,7,5041,8,41
0.8201,0.0178,0.3333,0.0338,0.012197551736054179,0.5790255496137849,0.5336,0.0146,0.7292,0.0286,0.013188633016356383,0.6304775698158052,0.8448,0.0362,0.6042,0.0683,0.02560138249299421,0.725632551000198,0.989,0.2778,0.1042,0.1516,0.03737152028426308,0.5507959496930086,16,4164,885,32,35,2685,2364,13,29,4277,772,19,5,5036,13,43
0.817,0.0267,0.5208,0.0508,0.018438483264245825,0.6702998118439295,0.5331,0.0146,0.7292,0.0286,0.013175346447119061,0.6301804812834224,0.8436,0.0382,0.6458,0.0721,0.028021896175961923,0.7456736482471777,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,25,4139,910,23,35,2682,2367,13,31,4269,780,17,6,5043,6,42
0.8236,0.0277,0.5208,0.0526,0.018963993639922683,0.6736668152109329,0.5446,0.017,0.8333,0.0333,0.01573586322496146,0.6876114081996435,0.8501,0.0468,0.7708,0.0882,0.038260452909753315,0.8108474450386216,0.9904,0.4286,0.0625,0.1091,0.03561443706381905,0.5308538819568231,25,4173,876,23,40,2736,2313,8,37,4296,753,11,3,5045,4,45
0.824,0.0268,0.5,0.0509,0.018086578569727223,0.6635472370766489,0.5444,0.0166,0.8125,0.0325,0.015238321086233199,0.6771947415329769,0.8511,0.0413,0.6667,0.0778,0.030665983152645137,0.7597544068132303,0.9904,0.4615,0.125,0.1967,0.06593244895187214,0.5618067934244405,24,4176,873,24,39,2736,2313,9,32,4306,743,16,6,5042,7,42
0.8154,0.0235,0.4583,0.0447,0.015862334740191827,0.6385546642899584,0.5346,0.0154,0.7708,0.0302,0.014051724116771826,0.6516079916815212,0.8481,0.0393,0.6458,0.0741,0.028742444171897676,0.7479513269954448,0.9914,0.6429,0.1875,0.2903,0.12818727402673843,0.5932548524460289,22,4134,915,26,37,2688,2361,11,31,4292,757,17,9,5044,5,39
0.8173,0.0185,0.3542,0.0352,0.012647803281550568,0.5879567736185384,0.5431,0.0161,0.7917,0.0316,0.014725338197142595,0.6661838978015449,0.8513,0.0437,0.7083,0.0823,0.03370215505567316,0.7804887106357695,0.9904,0.4737,0.1875,0.2687,0.09646734921470834,0.5927597048920578,17,4149,900,31,38,2730,2319,10,34,4305,744,14,9,5039,10,39
0.8201,0.0262,0.5,0.0498,0.017794802639053184,0.6615666468607644,0.5399,0.0156,0.7708,0.0306,0.01418716358569521,0.654281788472965,0.8423,0.0356,0.6042,0.0672,0.02525204822512062,0.7243451673598733,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,24,4156,893,24,37,2715,2334,11,29,4264,785,19,7,5042,7,41
0.8152,0.0235,0.4583,0.0447,0.01585086214433592,0.6384556347791641,0.5433,0.0157,0.7708,0.0308,0.014274034245409656,0.6559652901564667,0.8428,0.0392,0.6667,0.074,0.02925089253788618,0.7555951673598732,0.9912,0.6364,0.1458,0.2372,0.10084697772308131,0.5725205486234898,22,4133,916,26,37,2732,2317,11,32,4264,785,16,7,5045,4,41
0.8246,0.0215,0.3958,0.0408,0.014197351360972695,0.6122561398296692,0.5374,0.0147,0.7292,0.0288,0.013273559129360984,0.6323591305208952,0.8529,0.0382,0.6042,0.0719,0.026781411020930783,0.7296927609427608,0.991,0.625,0.1042,0.1786,0.07354050176574456,0.5517862448009507,19,4184,865,29,35,2704,2345,13,29,4318,731,19,5,5046,3,43
0.8117,0.025,0.5,0.0476,0.017208652148322543,0.6573083778966132,0.5391,0.0156,0.7708,0.0306,0.014166904164472395,0.6538856704297882,0.8476,0.0404,0.6667,0.0762,0.030041161121159964,0.7579718756189344,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,24,4113,936,24,37,2711,2338,11,32,4288,761,16,6,5041,8,42
0.8224,0.0223,0.4167,0.0423,0.014783654187907329,0.6214844523668054,0.5407,0.0152,0.75,0.0298,0.013770816560419199,0.6443602693602694,0.8489,0.0395,0.6458,0.0744,0.028872072482612823,0.7483474450386216,0.9898,0.3571,0.1042,0.1613,0.04563871605145884,0.5511920677361853,20,4172,877,28,36,2720,2329,12,31,4296,753,17,5,5040,9,43
0.8215,0.02,0.375,0.038,0.013402518971594715,0.6003540305010893,0.5438,0.0153,0.75,0.03,0.01384857894772449,0.6459447415329769,0.8531,0.0394,0.625,0.0741,0.028170122488377254,0.7401094276094276,0.992,0.8182,0.1875,0.3051,0.16106065065011504,0.5935519409784116,18,4169,880,30,36,2736,2313,12,30,4318,731,18,9,5047,2,39
0.8217,0.0274,0.5208,0.0521,0.018805359882171708,0.6726765201029907,0.5309,0.0157,0.7917,0.0308,0.014398206825615309,0.6600440681323033,0.8485,0.0441,0.7292,0.0832,0.03469262738638672,0.7894199346405227,0.9922,0.7857,0.2292,0.3549,0.18731869587152106,0.6142862448009507,25,4163,886,23,38,2668,2381,10,35,4290,759,13,11,5046,3,37
0.8207,0.0231,0.4375,0.0439,0.01541562573734744,0.6309108239255298,0.5397,0.016,0.7917,0.0314,0.014633940641694345,0.6645003961180431,0.8481,0.0417,0.6875,0.0786,0.03158874092603492,0.7685866013071896,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,21,4162,887,27,38,2713,2336,10,33,4290,759,15,6,5043,6,42
0.8177,0.0248,0.4792,0.0472,0.016793555085282942,0.6500606555753615,0.5401,0.0181,0.8958,0.0355,0.017152603678395634,0.716286640918994,0.846,0.0434,0.7292,0.0819,0.03417484870343101,0.788132551000198,0.9898,0.4091,0.1875,0.2571,0.08435610519556959,0.5924626163596752,23,4145,904,25,43,2710,2339,5,35,4277,772,13,9,5036,13,39
0.8168,0.0247,0.4792,0.047,0.016729774457077753,0.6495655080213903,0.5421,0.0173,0.8542,0.0339,0.016162560142359842,0.6966416617151912,0.8428,0.0392,0.6667,0.074,0.02925089253788618,0.7555951673598732,0.9912,0.5882,0.2083,0.3077,0.13000438550935384,0.6034734600911071,23,4140,909,25,41,2722,2327,7,32,4264,785,16,10,5042,7,38
0.8209,0.0242,0.4583,0.046,0.016193815771610512,0.6413274905921964,0.545,0.0166,0.8125,0.0325,0.015255527441955564,0.6774918300653596,0.8491,0.0419,0.6875,0.079,0.03177073478456944,0.7690817488611607,0.9918,0.8,0.1667,0.2759,0.1411810869138709,0.5831352743117449,22,4162,887,26,39,2739,2310,9,33,4295,754,15,8,5047,2,40
0.8179,0.0197,0.375,0.0374,0.01325481081859095,0.5985714993067934,0.5386,0.0152,0.75,0.0298,0.013717962437797635,0.643270944741533,0.8452,0.0386,0.6458,0.0728,0.028267839896053918,0.7464658843335314,0.9898,0.3333,0.0833,0.1333,0.036410306716369106,0.5408744305803128,18,4151,898,30,36,2709,2340,12,31,4277,772,17,4,5041,8,44
0.8191,0.0208,0.3958,0.0395,0.013936149123667516,0.6094833135274311,0.5554,0.0149,0.7083,0.0292,0.0132818551938414,0.6311522083580907,0.8572,0.038,0.5833,0.0714,0.026115905775776032,0.7215537730243613,0.9904,0.4737,0.1875,0.2687,0.09646734921470834,0.5927597048920578,19,4156,893,29,34,2797,2252,14,28,4341,708,20,9,5039,10,39
0.8252,0.0259,0.4792,0.0491,0.017301733876849856,0.6538237769855417,0.5431,0.0157,0.7708,0.0308,0.014268889488717188,0.6558662606456724,0.8448,0.0385,0.6458,0.0727,0.028205895685807142,0.746267825311943,0.9908,0.5385,0.1458,0.2295,0.08656958844569203,0.5723224896019014,23,4183,866,25,37,2731,2318,11,31,4275,774,17,7,5043,6,41
0.8232,0.0202,0.375,0.0383,0.013478616085290692,0.6012452960982373,0.5425,0.0157,0.7708,0.0308,0.014253481400607688,0.6555691721132897,0.8509,0.0412,0.6667,0.0776,0.030630510366922933,0.759655377302436,0.9898,0.3,0.0625,0.1034,0.027578722778104768,0.5305567934244405,18,4178,871,30,37,2728,2321,11,32,4305,744,16,3,5042,7,45
0.8221,0.0222,0.4167,0.0422,0.014762986275378896,0.6212863933452168,0.5344,0.0162,0.8125,0.0318,0.014952386253498607,0.6721442364824718,0.8499,0.0386,0.625,0.0727,0.02766276324251604,0.7385249554367201,0.989,0.2778,0.1042,0.1516,0.03737152028426308,0.5507959496930086,20,4170,879,28,39,2685,2364,9,30,4302,747,18,5,5036,13,43
0.8228,0.0266,0.5,0.0505,0.01799768869317304,0.6629530600118835,0.5448,0.0149,0.7292,0.0292,0.013447545248146672,0.6361222519310754,0.8501,0.0387,0.625,0.0729,0.027693860245262526,0.7386239849475144,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,24,4170,879,24,35,2742,2307,13,30,4303,746,18,5,5042,7,43
0.8252,0.0227,0.4167,0.0431,0.014930951100185283,0.6228708655179243,0.5486,0.0159,0.7708,0.0312,0.01441461411403474,0.6586390869479104,0.8468,0.0402,0.6667,0.0758,0.02990614451042498,0.7575757575757576,0.9874,0.1667,0.0833,0.1111,0.022521417827480215,0.5396860764507823,20,4186,863,28,37,2759,2290,11,32,4284,765,16,4,5029,20,44
0.814,0.0263,0.5208,0.0501,0.018218598659686298,0.6688143691820163,0.5401,0.0164,0.8125,0.0322,0.015113469913666445,0.6750160922955042,0.8444,0.0418,0.7083,0.0789,0.032369509981150436,0.777022677757972,0.989,0.3182,0.1458,0.2,0.05444546257156616,0.5714312240047534,25,4124,925,23,39,2714,2335,9,34,4270,779,14,7,5034,15,41
0.8254,0.0248,0.4583,0.0471,0.01648177722388817,0.6436051693404634,0.5348,0.0162,0.8125,0.0318,0.014963370544792132,0.6723422955040602,0.8458,0.0433,0.7292,0.0817,0.03413570968265161,0.7880335214894038,0.9904,0.4706,0.1667,0.2462,0.08627912612955718,0.5824420677361855,22,4185,864,26,39,2687,2362,9,35,4276,773,13,8,5040,9,40
0.8171,0.0247,0.4792,0.047,0.01675520441077505,0.6497635670429788,0.5401,0.0152,0.75,0.0298,0.0137563531011883,0.6440631808278867,0.8479,0.0346,0.5625,0.0652,0.02356629342107544,0.7065817488611607,0.9908,0.5455,0.125,0.2034,0.07642195944138262,0.5620048524460289,23,4142,907,25,36,2717,2332,12,27,4295,754,21,6,5044,5,42
0.823,0.0297,0.5625,0.0564,0.020846392215685308,0.694005000990295,0.5374,0.0175,0.875,0.0343,0.01652804023006309,0.7045825906120023,0.8472,0.0437,0.7292,0.0825,0.03441173506140671,0.7887267280649634,0.991,0.5714,0.1667,0.2581,0.10308584881863281,0.5827391562685681,27,4168,881,21,42,2697,2352,6,35,4283,766,13,8,5043,6,40
0.824,0.0225,0.4167,0.0427,0.014867255777842366,0.6222766884531591,0.5333,0.0158,0.7917,0.031,0.014460207332954639,0.661232422261834,0.847,0.0402,0.6667,0.0758,0.02993977144896545,0.7576747870865518,0.9894,0.3333,0.125,0.1818,0.04990680792623112,0.5613116458704694,20,4180,869,28,38,2680,2369,10,32,4285,764,16,6,5037,12,42
0.8215,0.0253,0.4792,0.0481,0.017042327632476217,0.6519422162804516,0.5429,0.0169,0.8333,0.0331,0.015681884896180897,0.6867201426024955,0.8476,0.0415,0.6875,0.0783,0.03148064344175819,0.768289512774807,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,23,4164,885,25,40,2727,2322,8,33,4287,762,15,5,5042,7,43
0.8148,0.0224,0.4375,0.0426,0.015092009786265844,0.6279399386017033,0.5232,0.0147,0.75,0.0288,0.013356771061936333,0.6355466428995841,0.8376,0.0324,0.5625,0.0613,0.022330502284458487,0.7013331847890671,0.9906,0.5,0.1667,0.25,0.0911810869138709,0.5825410972469797,21,4132,917,27,36,2631,2418,12,27,4242,807,21,8,5041,8,40
0.8119,0.019,0.375,0.0362,0.013013587096702016,0.5955015844721727,0.5368,0.0147,0.7292,0.0288,0.013260059709450343,0.6320620419885126,0.846,0.0341,0.5625,0.0643,0.023320449896533174,0.7055914537532185,0.9912,0.6,0.1875,0.2857,0.12015155974102412,0.5931558229352347,18,4120,929,30,35,2701,2348,13,27,4285,764,21,9,5043,6,39
0.8179,0.0289,0.5625,0.055,0.02038077726789786,0.6914302337096455,0.5464,0.0179,0.875,0.0351,0.016828781435717772,0.7091379481085364,0.8474,0.0471,0.7917,0.0889,0.03928617330001446,0.8197786690433748,0.99,0.4211,0.1667,0.2388,0.0780231921770288,0.5822440087145969,27,4142,907,21,42,2743,2306,6,38,4281,768,10,8,5038,11,40
0.8234,0.0159,0.2917,0.0302,0.01131074205860845,0.5600737769855417,0.5456,0.0133,0.6458,0.0261,0.011927927603631185,0.5952478213507626,0.8521,0.0367,0.5833,0.0691,0.025358697437687858,0.7189790057437117,0.99,0.4211,0.1667,0.2388,0.0780231921770288,0.5822440087145969,14,4183,866,34,31,2750,2299,17,28,4315,734,20,8,5038,11,40
0.826,0.026,0.4792,0.0493,0.01735776500855161,0.6542198950287186,0.5336,0.0146,0.7292,0.0286,0.013188633016356383,0.6304775698158052,0.8511,0.0401,0.6458,0.0755,0.02923546775986991,0.749436769657358,0.9908,0.5556,0.1042,0.1755,0.06630670546944827,0.5516872152901565,23,4187,862,25,35,2685,2364,13,31,4307,742,17,5,5045,4,43
0.8209,0.0232,0.4375,0.0441,0.01542678162717157,0.631009853436324,0.5386,0.016,0.7917,0.0314,0.014601994417543354,0.6639062190532778,0.8432,0.0404,0.6875,0.0763,0.030712185438478826,0.7661108635373342,0.9878,0.2083,0.1042,0.1389,0.030137723987966783,0.5502017726282432,21,4163,886,27,38,2707,2342,10,33,4265,784,15,5,5030,19,43
0.8215,0.0253,0.4792,0.0481,0.017042327632476217,0.6519422162804516,0.5354,0.0138,0.6875,0.0271,0.01245149937811651,0.6107335611012081,0.8474,0.0332,0.5417,0.0626,0.022325642133404787,0.6959670231729055,0.9912,0.6667,0.125,0.2105,0.09157347459289777,0.5622029114676174,23,4164,885,25,33,2696,2353,15,26,4293,756,22,6,5046,3,42
0.8217,0.0305,0.5833,0.058,0.021735581624874382,0.7036294315706081,0.5399,0.0156,0.7708,0.0306,0.01418716358569521,0.654281788472965,0.8456,0.0399,0.6667,0.0753,0.029706141697885432,0.7569815805109922,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,28,4160,889,20,37,2715,2334,11,32,4278,771,16,6,5043,6,42
0.8248,0.0279,0.5208,0.053,0.019060875441025117,0.6742609922756982,0.5378,0.0147,0.7292,0.0288,0.013282577665286708,0.6325571895424836,0.8511,0.0401,0.6458,0.0755,0.02923546775986991,0.749436769657358,0.9886,0.2222,0.0833,0.1212,0.027151047457109844,0.5402802535155476,25,4179,870,23,35,2706,2343,13,31,4307,742,17,4,5035,14,44
0.8199,0.0188,0.3542,0.0357,0.012742222889223402,0.589244157258863,0.5376,0.0147,0.7292,0.0288,0.013278066501877038,0.6324581600316894,0.8446,0.035,0.5833,0.066,0.024340543456935454,0.7152158843335314,0.9904,0.4706,0.1667,0.2462,0.08627912612955718,0.5824420677361855,17,4162,887,31,35,2705,2344,13,28,4277,772,20,8,5040,9,40
0.8232,0.0277,0.5208,0.0526,0.018931985809731953,0.6734687561893444,0.5366,0.0155,0.7708,0.0304,0.014101529777919748,0.6525982867894633,0.8444,0.0396,0.6667,0.0748,0.02950910555252817,0.7563874034462269,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,25,4171,878,23,37,2698,2351,11,32,4272,777,16,7,5042,7,41
0.8189,0.0229,0.4375,0.0435,0.015316317636328508,0.6300195583283819,0.5348,0.0158,0.7917,0.031,0.014501885595356707,0.6620246583481877,0.8462,0.0388,0.6458,0.0732,0.02842405884733415,0.7469610318875025,0.9918,0.6875,0.2292,0.3438,0.16481125539533056,0.6140881857793623,21,4153,896,27,38,2688,2361,10,31,4282,767,17,11,5044,5,37
0.8181,0.0238,0.4583,0.0453,0.01602556131525119,0.6399410774410774,0.5354,0.0159,0.7917,0.0312,0.014517586697861157,0.6623217468805703,0.8485,0.0383,0.625,0.0722,0.02744730543777252,0.7378317488611608,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,22,4148,901,26,38,2691,2358,10,30,4295,754,18,7,5042,7,41
0.8189,0.026,0.5,0.0494,0.01770973557194118,0.6609724697959993,0.5488,0.0155,0.75,0.0304,0.013972226246278311,0.6484204793028323,0.8513,0.0425,0.6875,0.0801,0.03217937666486654,0.770171073479897,0.9894,0.3333,0.125,0.1818,0.04990680792623112,0.5613116458704694,24,4150,899,24,36,2761,2288,12,33,4306,743,15,6,5037,12,42
0.8199,0.0199,0.375,0.0378,0.013336146311230992,0.5995617944147356,0.5413,0.0144,0.7083,0.0282,0.012960171485729852,0.6240220835809072,0.8462,0.0354,0.5833,0.0667,0.024546772413164407,0.7160081204198852,0.9908,0.5333,0.1667,0.254,0.09673664246942645,0.5826401267577739,18,4161,888,30,34,2725,2324,14,28,4285,764,20,8,5042,7,40
0.8281,0.0241,0.4375,0.0457,0.01585757849444907,0.63467394533571,0.5399,0.016,0.7917,0.0314,0.014639280718494414,0.6645994256288373,0.8499,0.0398,0.6458,0.075,0.029035979910153803,0.7488425925925927,0.9902,0.4375,0.1458,0.2187,0.07184603075338435,0.5720254010695187,21,4200,849,27,38,2714,2335,10,31,4301,748,17,7,5040,9,41
0.8187,0.0218,0.4167,0.0414,0.014590952979447623,0.6196028916617152,0.537,0.0171,0.8542,0.0335,0.016001942228863638,0.6940668944345414,0.8474,0.0437,0.7292,0.0825,0.03445156158034138,0.7888257575757576,0.9918,0.8,0.1667,0.2759,0.1411810869138709,0.5831352743117449,20,4153,896,28,41,2696,2353,7,35,4284,765,13,8,5047,2,40
0.8213,0.0221,0.4167,0.042,0.014721925106966923,0.62089027530204,0.5409,0.0169,0.8333,0.0331,0.015622389389519542,0.6857298474945535,0.8444,0.0407,0.6875,0.0769,0.03091763015743649,0.7667050406020994,0.9912,0.6154,0.1667,0.2623,0.11041185614464014,0.5828381857793623,20,4166,883,28,40,2717,2332,8,33,4271,778,15,8,5044,5,40
0.8148,0.0224,0.4375,0.0426,0.015092009786265844,0.6279399386017033,0.5405,0.0168,0.8333,0.0329,0.015610550435287519,0.685531788472965,0.8472,0.0414,0.6875,0.0781,0.03140903055380573,0.7680914537532184,0.9908,0.5455,0.125,0.2034,0.07642195944138262,0.5620048524460289,21,4132,917,27,40,2715,2334,8,33,4285,764,15,6,5044,5,42
0.8166,0.0247,0.4792,0.047,0.016717100364399037,0.6494664785105962,0.5478,0.0175,0.8542,0.0343,0.01634592350050743,0.6995135175282233,0.8511,0.0471,0.7708,0.0888,0.0384904039968559,0.8113425925925927,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,23,4139,910,25,41,2751,2298,7,37,4301,748,11,7,5042,7,41
0.8185,0.0239,0.4583,0.0454,0.01604928448894913,0.6401391364626658,0.5399,0.0168,0.8333,0.0329,0.01559282935865414,0.6852346999405824,0.847,0.0425,0.7083,0.0802,0.032850880419854823,0.7783100613982968,0.9892,0.2667,0.0833,0.1269,0.030854751160813546,0.5405773420479302,22,4150,899,26,40,2712,2337,8,34,4283,766,14,4,5038,11,44
0.8221,0.0265,0.5,0.0503,0.017939082137297183,0.6625569419687066,0.5342,0.0166,0.8333,0.0326,0.015423803971857029,0.6823628441275501,0.8446,0.0419,0.7083,0.0791,0.03240599125729324,0.7771217072687662,0.9896,0.3529,0.125,0.1846,0.052357788318387985,0.5614106753812637,24,4166,883,24,40,2683,2366,8,34,4271,778,14,6,5038,11,42
0.8156,0.0184,0.3542,0.035,0.012583988866529288,0.5870655080213905,0.5348,0.0134,0.6667,0.0263,0.012076400692094934,0.600118835412953,0.8442,0.0361,0.6042,0.0681,0.025519764211120188,0.7253354624678153,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,17,4140,909,31,32,2694,2355,16,29,4274,775,19,6,5041,8,42
0.8201,0.0293,0.5625,0.0557,0.02057456683779956,0.6925195583283819,0.5419,0.0157,0.7708,0.0308,0.014238112469011802,0.6552720835809072,0.8487,0.043,0.7083,0.0811,0.03319340570430488,0.7792013269954448,0.9898,0.375,0.125,0.1875,0.055115141259564446,0.5615097048920579,27,4153,896,21,37,2725,2324,11,34,4292,757,14,6,5039,10,42
0.8199,0.0272,0.5208,0.0517,0.01866553801895403,0.6717852545058427,0.5442,0.017,0.8333,0.0333,0.015723832386312753,0.6874133491780552,0.8476,0.0427,0.7083,0.0805,0.03296419597819861,0.7786071499306795,0.9904,0.4615,0.125,0.1967,0.06593244895187214,0.5618067934244405,25,4154,895,23,40,2734,2315,8,34,4286,763,14,6,5042,7,42
0.8175,0.0258,0.5,0.0491,0.017611877954774154,0.6602792632204396,0.5403,0.0172,0.8542,0.0337,0.016106564000419623,0.6957503961180431,0.8454,0.0409,0.6875,0.0772,0.031091170619996875,0.7672001881560705,0.9898,0.3333,0.0833,0.1333,0.036410306716369106,0.5408744305803128,24,4143,906,24,41,2713,2336,7,33,4276,773,15,4,5041,8,44
0.8228,0.0234,0.4375,0.0444,0.01553970858325082,0.6320001485442662,0.5366,0.0147,0.7292,0.0288,0.013255567452824597,0.6319630124777182,0.8438,0.0394,0.6667,0.0744,0.029411679428930956,0.7560903149138443,0.9914,0.7,0.1458,0.2413,0.11012728075338434,0.572619578134284,21,4173,876,27,35,2700,2349,13,32,4269,780,16,7,5046,3,41
0.8154,0.0285,0.5625,0.0543,0.020157557430204608,0.6901428500693206,0.5405,0.016,0.7917,0.0314,0.01465532798725816,0.66489651416122,0.8511,0.0413,0.6667,0.0778,0.030665983152645137,0.7597544068132303,0.989,0.3182,0.1458,0.2,0.05444546257156616,0.5714312240047534,27,4129,920,21,38,2717,2332,10,32,4306,743,16,7,5034,15,41
0.8193,0.0198,0.375,0.0376,0.013311557759660603,0.5992647058823529,0.5401,0.0168,0.8333,0.0329,0.015598731411954878,0.6853337294513766,0.8456,0.0433,0.7292,0.0817,0.03409666742088526,0.7879344919786095,0.9916,0.6923,0.1875,0.2951,0.13745925204871642,0.5933538819568231,18,4158,891,30,40,2713,2336,8,35,4275,774,13,9,5045,4,39
0.8134,0.0192,0.375,0.0365,0.013074313587959088,0.5962938205585264,0.5438,0.0153,0.75,0.03,0.01384857894772449,0.6459447415329769,0.8466,0.0366,0.6042,0.069,0.025849947260519653,0.7265238165973459,0.991,0.5833,0.1458,0.2333,0.09311339186449547,0.5724215191126956,18,4128,921,30,36,2736,2313,12,29,4286,763,19,7,5044,5,41
0.8173,0.0298,0.5833,0.0567,0.021318267986576916,0.7014507823331353,0.5491,0.0184,0.8958,0.0361,0.017471051960124277,0.7208419984155279,0.8515,0.0449,0.7292,0.0846,0.03531153831333239,0.790905377302436,0.9914,0.625,0.2083,0.3125,0.13766369923484403,0.6035724896019014,28,4138,911,20,43,2756,2293,5,35,4305,744,13,10,5043,6,38
0.8219,0.0243,0.4583,0.0462,0.016255169620859745,0.6418226381461675,0.5452,0.0154,0.75,0.0302,0.013882934101488342,0.6466379481085365,0.8507,0.0376,0.6042,0.0708,0.026452499206700005,0.7286034363240245,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,22,4167,882,26,36,2743,2306,12,29,4307,742,19,6,5043,6,42
0.8199,0.0209,0.3958,0.0397,0.013972477439869182,0.609879431570608,0.5395,0.0152,0.75,0.0298,0.013741926242866458,0.6437660922955042,0.8479,0.0381,0.625,0.0718,0.02735613968303352,0.737534660328778,0.991,0.5833,0.1458,0.2333,0.09311339186449547,0.5724215191126956,19,4160,889,29,36,2714,2335,12,30,4292,757,18,7,5044,5,41
0.8189,0.0176,0.3333,0.0334,0.012158393970641009,0.5784313725490196,0.5444,0.0145,0.7083,0.0284,0.013029947456575569,0.6256065557536147,0.8444,0.0338,0.5625,0.0638,0.023128205798743424,0.7047992176668647,0.991,0.6,0.125,0.2069,0.08324014125956444,0.5621038819568231,16,4158,891,32,34,2741,2308,14,27,4277,772,21,6,5045,4,42
